trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash,seed,initial_correct_bandit
1,V,1,V,R,0,0,aff8bc67e9fbd449c987275e31d3099ea82696e2faf219a7c483d4300ff65b72,1356488967,2
2,R,2,V,R,1,1,270a780fa5bca0d4051385abe5b00bff0f0adfa50f85a8bc84c8a00cbc804837,1356488967,2
3,V,1,V,R,1,2,f8df3fc4433966811222823854c553e433b0305f75307edb8ba944ca857feaf6,1356488967,2
4,V,1,V,R,0,2,9200b53f6c2c448895d43b211abd439e29ab512189dcaf211668b08920d89924,1356488967,2
5,R,2,V,R,1,3,80f979bcb0c8ffd5573b0d677bdd15585d0575c63eb85eff78d30c4aa0b90906,1356488967,2
6,R,2,V,R,1,4,0d8c15c7227a3ad19e8e805902a7b9861c4ec0c351491334980ec1cfd89671bc,1356488967,2
7,V,1,V,R,0,4,ad2c4a7c3f1b0eabccb00ac977334aaf8a7bd1e54e0b61aa663b8198f509447b,1356488967,2
8,R,2,V,R,1,5,c601312107421e21f7e41e205dd18f6208009b531a5b53eb80241c0777c0b4a6,1356488967,2
9,V,1,V,R,0,5,90d9c534830d6b3a2648ac2cc1319bf5fd77f5164cf3841e47b84994fdb84555,1356488967,2
10,R,2,V,R,1,6,739257c6fe2a219d02d49f1a402a76cfadb427bb8b1c1b7b3bb74199e7c1fb01,1356488967,2
11,V,1,V,R,0,6,fd45d29fd0e66bde2e62abc072e4a736ed957f95065210c0eaa0ca5df256d62f,1356488967,2
12,V,1,V,R,0,6,4ab0c97095a7bb47d9180945a59ec77a3c0735982fa9bd0e50290da8a308607a,1356488967,2
13,R,2,V,R,1,7,09c55bb5c97a8ef3ee8b70487eeeb17d7ab1e0b54204f8c4c15d044c4d487e93,1356488967,2
14,V,1,V,R,1,8,f41d1646cf8bcf975a520c127fb4dfabb9cb91d33d36de57e59cc526d753ac70,1356488967,2
15,R,2,V,R,1,9,ed55256754aba0b3667ea741941fb0b7682bc6d320ff89093475fa150d3968e1,1356488967,2
16,R,2,V,R,0,9,fadb10738dccd2642ffd15f24cda0690d22e01446d48e607d41b3e895375c67b,1356488967,2
17,V,1,V,R,0,9,3bf280f7d2da6084d4d936436a7ae3ee5cdba91dffdc039de1e6f751827dbf2b,1356488967,2
18,R,2,V,R,0,9,90b8fabac7ec3b368467b591a64a6ef0d78f3acc4020ecbd315503fa008df4e2,1356488967,2
19,V,1,V,R,0,9,2808079d730bd3e1177504ae9ff46f8062885e2918746d207e7bf30c4b41f82d,1356488967,2
20,V,1,V,R,1,10,a611ca3dcac2d1b7e90aeed5f4f13add1f9cbb97b2bdbe84afd31b13e1de52fb,1356488967,2
21,R,2,V,R,1,11,4356ea8802e3f9eeb36587caacd5cefa9def0df9355ac5ea6ae5081e6dcf4023,1356488967,2
22,V,1,V,R,0,11,c0f787eca38a9f4ac6b2594cbe83ae219ddd95d5ed4b57cfdb082ed5fcfe40f6,1356488967,2
23,R,2,V,R,1,12,3d3dd555ec095d54f299dbb23a62bc9845bc50353f6237e342687eb8808e62d0,1356488967,2
24,V,1,V,R,0,12,d51850e8589c347525c79556b55c59c64493e174711b04020798f77b22dba927,1356488967,2
25,R,2,V,R,1,13,48f8975af131184d29b5c95c047e20a6b50964e0656828aa8b4d0c3e6beca7f1,1356488967,2
26,V,1,V,R,0,13,031a3fa456cac1ab938046df4a1af88fb6a70dbe89dbe7f0d08d335976a7a856,1356488967,2
27,R,2,V,R,1,14,a02de8c398e1f8645735c17f2c5f0382193e40448e98de9168937c34524418ad,1356488967,2
28,V,1,V,R,0,14,396e62db0a86841823ee9b1d8815083105283f089f0b41ee2d064ab802170a44,1356488967,2
29,R,2,V,R,1,15,222f4dc13a5677f264ccec22b6fab3cd47cbb28e2062027d2978bc864c18c62d,1356488967,2
30,V,1,V,R,1,16,546ca30bd887af57ff49a173b29e5e8a5178e4cd62a24381f84ef8826e85e1c5,1356488967,2
31,R,2,V,R,1,17,bce23d79ed2fa50672fdfddd82385ffe9aeab0d4d7a605809d3de9422fa9dbb2,1356488967,2
32,V,1,V,R,0,17,2dc660ce8cb20c44e0dcecc786107dac9823c495113fe5d2d80d6d9419066065,1356488967,2
33,R,2,V,R,1,18,3d9988fdd4010387b2344e5f765acb53b36b2a112b019f58d33064035c8bdc3c,1356488967,2
34,R,2,V,R,1,19,c190fa912b247f36b55adba3fc1c5702072da2c84e8c60ac4673cc3eb5ca4911,1356488967,2
35,V,1,V,R,1,20,57b6ce7dade92fb3f21106b9efd04400ef9ac83331841dc30ff228354d8fcf2d,1356488967,2
36,R,2,V,R,0,20,0f6ff1e28fbaa1d03e3196e433869b8f5776ba9bb58e5fffc4da9529683eff55,1356488967,2
37,V,1,V,R,1,21,ea041404ec42bfb8125a4a922a033958893dbb1820498b56adaf002ab69699cc,1356488967,2
38,V,1,V,R,1,22,347229c82747f48415709bee8a7714dab50aef0a16f855e3efc0fcb31c517190,1356488967,2
39,R,2,V,R,0,22,be0da36923e86666a79d86d7324c2c49567faf270852486adeee48c00d4047b2,1356488967,2
40,R,2,V,R,0,22,e658a96575386483d4c13f7fa4130b36e4549ad158513c0751c3d9d79471a55f,1356488967,2
41,V,1,V,R,0,22,73da3a2736d4b603db9ef49ef97deb4edde8d0087d5b19f0f01ebee5cdb01887,1356488967,2
42,V,1,V,R,1,23,47eec8589e4b9cd6e7e19a41122ec5f8177f891ec0650d91c2de2948397e0b22,1356488967,2
43,V,1,V,R,1,24,7bc95a0f7654bdf46ab5096a157470cc57572ec5ad3877991d5f348a3fa93e5e,1356488967,2
44,R,2,V,R,0,24,0c6b77be99dfac8de17de534300d85e05c985348c2640b811c0b051dd7218fe1,1356488967,2
45,R,2,V,R,0,24,71aac2446b3de809a7fc5cf956b70518124915c3863ad1d5b719bc6e7f6fc592,1356488967,2
46,V,1,V,R,1,25,22f1942064ce8cc480ab04b8ea22a947acad9d623387d2884a12720afe76928a,1356488967,2
47,V,1,V,R,0,25,6a4ab86b03eb67824eef3fc69564d50e7259c815147ec39fdf977986ec4e4c17,1356488967,2
48,R,2,V,R,0,25,f4e63b975b13c28f587507f03af0451b98203b4fc6e26596d8a0af897f0362cf,1356488967,2
49,R,2,V,R,0,25,9bf6d0a59e4c54ff55c8ddcd6ae4f8be9ce87133ea790734ea07d09bad83e75a,1356488967,2
50,R,2,V,R,1,26,ab5da4ca0f4e292f6fc29010aebd6395672478aab7e545b9577ed20a4f9a11e0,1356488967,2
51,V,1,V,R,1,27,27b9386469ca8d7df12feb79e5a6a0a195cd65c0d8cf01205439c19b6db5815b,1356488967,2
52,V,1,V,R,1,28,126d1942b2fe0235ebbb161821a84a858b05af9f0faf914cd23f2bc046333cd2,1356488967,2
53,R,2,V,R,1,29,b15ea4bcb4e68d34880ce8a8f707f6ca7e6db21f1f0b47e59b13affe2b11518a,1356488967,2
54,V,1,V,R,1,30,6d9c922325fe123c28c46d43fab7333c0dde545a4f1d76cda7a0d762d4cca3b3,1356488967,2
55,R,2,V,R,0,30,6cf7deeb28ea28e6c8c15bf3e6ec95cd57b99c499be0b5facace96ff89b0e48a,1356488967,2
56,V,1,V,R,1,31,068a490570d72f0e6d83fb715aa7b7bcba353a3c6d7782ef977eda0f6b4496c2,1356488967,2
57,V,1,V,R,0,31,85016fdba5e578769b1f795e0a97d3366e95532e77c3ebeba088e756cc79cd50,1356488967,2
58,V,1,V,R,0,31,2d4f44a2e583f57c64ac71bf263d6302abe3e1b51add24ee1118a8355a608d38,1356488967,2
59,R,2,V,R,0,31,7d91b0d5e8cc8c44c777b0574d89837d5c9c4d6be1ab2412457faef2290a4314,1356488967,2
60,V,1,V,R,0,31,5160b4c6bf39eb6f3315abb66a3620cb5b8771f35ba1a39e03dd4df6a8b2e62d,1356488967,2
61,R,2,V,R,1,32,2f795954c1d60b2aae1ae27687b60ee9e8f22b00c62580f843c3176e479902d8,1356488967,2
62,V,1,V,R,0,32,4b769fa51b42e373b27d4245703429a5da8bc04c37eecda4ebbbee2609aa2579,1356488967,2
63,V,1,V,R,0,32,c5a11b1f4dee5c2d5f8efd0f2fac8a9a7296abbab23c6e41d7d831f724adbd97,1356488967,2
64,V,1,V,R,1,33,3c38d5510448107d439fa289e28b57de129e27851e4ba12b5fc1e88b314ab880,1356488967,2
65,V,1,V,R,0,33,7eb536a470b13a9431c9bab0b4373f292a613a710cfd4b298b76e3376d1a3a1e,1356488967,2
66,V,1,V,R,0,33,f09009e6af086e80e3033eb16f5c198f54e08344a95dd0b95825d97ff756826e,1356488967,2
67,V,1,V,R,0,33,5887721db7a91c3c9c3b6540862511c33d9fce93fa903b60a2fc4123c420b167,1356488967,2
68,R,2,V,R,1,34,84393bfed4941b94cd05ed202c11d94fb66d9ce89be3720dfea8e86793b76998,1356488967,2
69,V,1,V,R,0,34,1011ae4e293de6e63846ff91657021b97a5371e6d5eefb545298bca6f8a25a03,1356488967,2
70,R,2,V,R,1,35,5fddc15bc71704aba34154a46e3c4b3aa5cbc8cbaca863de3a0b09df3dd19c8e,1356488967,2
71,V,1,V,R,1,36,302c712e14ad6e62d1a96a7ad64ae8e47ab1bc0f5ef1573ae167a43940901153,1356488967,2
72,V,1,V,R,1,37,0292c00aee201f9edb3886807a7d1f3d6667f5ba477d9eb3b513ae9d2e7a80c8,1356488967,2
73,V,1,V,R,1,38,032cfa47f8bc366275451b80ca04540b0a725a1de12b2004d685772f411622cf,1356488967,2
74,V,1,V,R,1,39,5cec07405f7a80dcabe21e35efca9d27d29d3f3bac518050b2908160e811e0e8,1356488967,2
75,R,2,V,R,1,40,77ab5ef1604d23aaea88568ffc5b6564da567cc66590aa0f6402d7e9e266ecbf,1356488967,2
76,V,1,V,R,1,41,1056a9ff514a5de15e0e5bfa42ceca8dd54af4c08fd0a98ef740c194d2d408f8,1356488967,2
77,V,1,V,R,1,42,4167232d8e95dd61a48f6a10b0763b53364324ce2119c318f0a6251b6abff160,1356488967,2
78,V,1,V,R,1,43,229c62adfc3a376aebbe555894b2c54d0fad6d57dc60702aca7d750df1ac7e07,1356488967,2
79,R,2,V,R,0,43,2943e4d2ab51d68e36f4d5faae9cadbcff995c1026725f393193e8358a553a6c,1356488967,2
80,V,1,V,R,1,44,2e3df43ee626e46b731e1bbd62de5c1b1c68af0f1723754abc635b70701fd3ce,1356488967,2
81,V,1,V,R,1,45,8376e42f4929f6edbbd15a9fa3bc7b0492f8c101772450dd3fd60c442a368963,1356488967,2
82,V,1,V,R,0,45,202f961d02179e21d063ec488467b9fbf49966aea5bc897ab264952fcfdb66a6,1356488967,2
83,V,1,V,R,1,46,53d8e790e1b3562e4d546f0865a18aaaf33527e14da651689ebe78812b20b23a,1356488967,2
84,V,1,V,R,0,46,343e32935bafe4f4506a67be7ce20ba7f425889310ebbdf7bab6a48ace59532a,1356488967,2
85,V,1,V,R,1,47,4b4ac06a372d7e16ce0f37fe5d0a8d433f9cd67b0f5427fa529f0266b76b5ee2,1356488967,2
86,V,1,V,R,0,47,7e7f0f4e25e3f4fd78e6c5efee30178ce39e8d04049768af2e6ceee290afca06,1356488967,2
87,V,1,V,R,0,47,fb51add83bb393223c66c02a24440bd08a4190e1b63cd3961a5ddebc1021e797,1356488967,2
88,V,1,V,R,0,47,99e09cf7e16d0c455f3ee147fe0c797159f3ff5cc8bedf681d2328f957247dc0,1356488967,2
89,V,1,V,R,0,47,a810069c96bcedc42453d9f7085a6cbee6c27a9076394104bd2fcd49b5263379,1356488967,2
90,R,2,V,R,1,48,b1c77ecf70651d4cc64f32e4f2d8107c922778f823858e727293fff3408c3012,1356488967,2
91,V,1,V,R,1,49,25758be908fd2939fc83079a9690bd0575f69aa9f368b9895097b53d8be44bb9,1356488967,2
92,V,1,V,R,0,49,e24c1c1cda5973f1424a05a626db66ac1fc1d646f59f2f26cfce1449cb3726e3,1356488967,2
93,V,1,V,R,0,49,25a47c01a851a99b5e92cfe67904c09da1f40e3ea98eaa4c35cb8aae8736705b,1356488967,2
94,V,1,V,R,0,49,9b09adefaa41149088658b4130421ab78bd8c0f95905a5081a43752e8cd5c505,1356488967,2
95,V,1,V,R,0,49,4e9d64d657ed42bf61e562cc79bce021444aaf3e974108ca624232a47d4a9cdf,1356488967,2
96,R,2,V,R,0,49,f1157f20248806ad19f94e645a4bcc97c0e5b18ab03771a0821cb03681b06d9e,1356488967,2
97,V,1,V,R,0,49,7a84326c27ee6ed140f7f8ab6cc126a91f44e51443e0bbf4548c00549ae00fe6,1356488967,2
98,V,1,V,R,0,49,9c9ccf73fb438fce8d441347847197836af58f03e9a780dd5446cdb094811952,1356488967,2
99,V,1,V,R,0,49,9c82dbf193db650f23e065333e05b6489f4613fdd69f37814b54244a231261d8,1356488967,2
100,V,1,V,R,0,49,7e218cfe89bd9f5c3d3ea80a55bd5d6f8fd2113cd7073ae329401e83c1f97236,1356488967,2
101,V,1,V,R,0,49,d41ea03667bce7af45b164cae04077603ba39879ecc34d1ac0fc88faeec3fe8a,1356488967,2
102,R,2,V,R,0,49,d8ff7ce5dbf797ddd7dac5bf5d83decf685046acb06941aa4e956abbe5f4313a,1356488967,2
103,V,1,V,R,0,49,bb71a020ffca06fa74a8e424523b70a32e9e87d1c0c917c1c8c90c51cf012b8d,1356488967,2
104,V,1,V,R,0,49,d7277567ca9ea2e0d297de92e555d1495eb101967eae95b6e6e71e7e837186d4,1356488967,2
105,V,1,V,R,1,50,9cf8aa2d7516175e97815d6e2facfbae2676c15b800e4b6045c36c1d52d9f24c,1356488967,2
106,V,1,V,R,1,51,d20c6db065a961a24b6c402615e0c7b4d4b02faabb6fdef557bbdb032e1e64d7,1356488967,2
107,V,1,V,R,0,51,7fce8d9f48295dd2ab9a7957ddd2e4aa98c65fb33a820f8541fa6e65c7d2807a,1356488967,2
108,V,1,V,R,0,51,d9ab7cfdc6b336cf72dd26612a8df07b9fdd6f34fd63e4b5c876968302222c32,1356488967,2
109,V,1,V,R,1,52,68fc4a3b81df0193f3b73f3b8d6eb91875cd63b956d127566bc3df1a0ae8b1ce,1356488967,2
110,V,1,V,R,1,53,ff1a665e8348b648cf31802623b3f8282cb71ef5ea5a7951511b1aae480cae72,1356488967,2
111,V,1,V,R,0,53,531522cc21abfc087bc09d1eed553a84290611aa446a77b07a9b5cc1907efe74,1356488967,2
112,V,1,V,R,1,54,e276479efc8b9444e35d8e69a1be6b0d09e071da21849439361f0006b1fe8029,1356488967,2
113,V,1,V,R,1,55,de5e7e77bf8736bfe4408ca0916d270bddf964c4653ee5899d6d76f6e901d7a8,1356488967,2
114,V,1,V,R,1,56,d98406b8a79a244dc47772f4faed7bedcb9eb88afc42c2c1b80a2a397d80bbd9,1356488967,2
115,V,1,V,R,1,57,d174fb4f01557821ec0c732f51b14d7c1f7babd49bf089c1c8db6579570c19b7,1356488967,2
116,R,2,V,R,0,57,7e9a02ff07337719b3cdc452c676ca9d902236e293e6f81bbfa1d5d74a726723,1356488967,2
117,V,1,V,R,1,58,03b4efbc836005d49479e6fbb99ac41e28d15008043ac90a0b1afb6b606fefeb,1356488967,2
118,V,1,V,R,0,58,3cfac2fbae34e50788abcd6fc86cf117cd358763f5983cd68476cadb8d6fe2d6,1356488967,2
119,V,1,V,R,1,59,9e42ce72208704273c210b8b4c5e6f72c0a5aefe32f998abc6b6d5829262470d,1356488967,2
120,V,1,V,R,1,60,60e9d8ac22125dd9a8279f7187253befac4d7b195bb26f82cc4e5bc7065d302e,1356488967,2
121,V,1,V,R,1,61,8b27386b3b9f00799fb116f89ab0b5e82b3ecd6a465ce8278c94b79386d8230f,1356488967,2
122,V,1,V,R,1,62,a915d5ee4be7f623574eb8456874cd377dd71a1a4ab0866f17945af082c86557,1356488967,2
123,V,1,V,R,1,63,430891247836358d53791434a8429a71a8d3738faf9631a60d18d64a92296bfe,1356488967,2
124,V,1,V,R,1,64,1f6bd0859c016806a11c6c5b3d4892c2db75063e00ff8ab8746ea050e68d3592,1356488967,2
125,V,1,V,R,1,65,f4e09acdb122a808e4d89a85732a54c11d52cf9ea3afeb102dba2ecd899fd757,1356488967,2
126,V,1,V,R,1,66,710c55f65f1fd2eb731b851f9d19c7e3d252cac3b257cd36a3c8bae165cc8e9b,1356488967,2
127,V,1,V,R,1,67,8dafefa5b3a8fa2e9352e08a956d64bbdb7ef32616b36eae868336f425861316,1356488967,2
128,V,1,V,R,0,67,9875fcf0a6381446bbc542b665aebf4e8cd633d6dc3f30e0156e2529eb888346,1356488967,2
129,V,1,V,R,1,68,4c6917c4ae9085d193ac88b3719cfcc30b899fe41cfe46bd9d2522da2b819fe2,1356488967,2
130,V,1,V,R,1,69,cf8ded32689375500bf79ba4f2191aa4c9708852eaae645a912c197403b36a9b,1356488967,2
131,V,1,V,R,1,70,09bf7a631d033a695dfd2f83eb18674f7f237f3f3dc98e887079b6f7102cb3da,1356488967,2
132,V,1,V,R,1,71,30a8359cc18d59f951ac67016c904803580bc15ac7d453a553e98350365aced4,1356488967,2
133,V,1,V,R,1,72,e0eb97e8f06ef377155d79cf30676f4e7d3d6467f795a8353093988ba56cff5f,1356488967,2
134,V,1,V,R,0,72,459510b2cc9f7ebd4867cf5fbd33ec463b99fe253f72484dffc86f3d50e3415d,1356488967,2
135,V,1,V,R,1,73,261245776d1cbea744e993a091a58e2b9419792f9fafd968d8a8419aff9b9ff0,1356488967,2
136,V,1,V,R,0,73,b72039942aac78c2fd4d883b69e0eb49352e7cee0fce2a68381dca7d7eec194a,1356488967,2
137,V,1,V,R,1,74,5fd0081f41c28b9262feaa00c0424969643fbc702893544849fbe807bc61859d,1356488967,2
138,V,1,V,R,1,75,ae573368b3030460a03c0b5310ff6229a5e5b93fd631694255711dc29b2087f7,1356488967,2
139,V,1,V,R,1,76,7e1293226469167208da0bc27e78b37c55d86ea8391631e8ba14efd9c5c93fec,1356488967,2
140,V,1,V,R,1,77,aa2093d3bb339f0c3f05379a28dce6d6d94ea2b1238324fd7614c254cfc7bd66,1356488967,2
