participant_id,trial_index,ground_truth,nll,top2
55303,1,B,0.06993623077869415,"[('B', 0.9324532747268677), ('V', 0.06754668802022934)]"
55303,2,V,0.004620233550667763,"[('V', 0.9953904151916504), ('B', 0.004609572701156139)]"
55303,3,V,0.00048792376765049994,"[('V', 0.999512255191803), ('B', 0.0004878572071902454)]"
55303,4,B,8.250261306762695,"[('V', 0.9997388124465942), ('B', 0.00026119028916582465)]"
55303,5,B,0.7575989961624146,"[('V', 0.531209409236908), ('B', 0.4687906503677368)]"
55303,6,B,4.882606029510498,"[('V', 0.9924226999282837), ('B', 0.007577241398394108)]"
55303,7,B,5.877804756164551,"[('V', 0.9971991181373596), ('B', 0.0028009272646158934)]"
55303,8,B,4.387509346008301,"[('V', 0.9875683188438416), ('B', 0.012431653216481209)]"
55303,9,B,3.288041353225708,"[('V', 0.9626731276512146), ('B', 0.037326887249946594)]"
55303,10,B,2.3502066135406494,"[('V', 0.9046505093574524), ('B', 0.09534946084022522)]"
55303,11,B,1.0537006855010986,"[('V', 0.6513548493385315), ('B', 0.3486451208591461)]"
55303,12,B,2.6949362754821777,"[('V', 0.9324532747268677), ('B', 0.06754668802022934)]"
55303,13,B,1.5019290447235107,"[('V', 0.7772998809814453), ('B', 0.22270016372203827)]"
55303,14,V,0.38687101006507874,"[('V', 0.6791786551475525), ('B', 0.3208213150501251)]"
55303,15,B,5.877804756164551,"[('V', 0.9971991181373596), ('B', 0.0028009272646158934)]"
55303,16,B,3.167999029159546,"[('V', 0.957912266254425), ('B', 0.04208773374557495)]"
55303,17,B,1.6004126071929932,"[('V', 0.7981867790222168), ('B', 0.2018132209777832)]"
55303,18,B,1.1368709802627563,"[('V', 0.6791786551475525), ('B', 0.3208213150501251)]"
55303,19,B,1.1368709802627563,"[('V', 0.6791786551475525), ('B', 0.3208213150501251)]"
55303,20,B,1.0537006855010986,"[('V', 0.6513548493385315), ('B', 0.3486451208591461)]"
55303,21,V,0.4740769863128662,"[('V', 0.622459352016449), ('B', 0.3775406777858734)]"
55303,22,B,4.0181498527526855,"[('V', 0.9820137023925781), ('B', 0.01798621192574501)]"
55303,23,B,1.8047446012496948,"[('V', 0.8354835510253906), ('B', 0.16451647877693176)]"
