trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,D,1,D,X,1,1,299be72cdce94e0c1995e98524fb6b1971268273870bd1c0c1813ac118c7f31b
2,D,1,D,X,1,2,6508cc7900a14382a4d1ae9309ac2768d24aedc8f5326054f94d4b9cc0bb61dc
3,X,2,D,X,0,2,4c00bc8933c42ec8a3a215e1ea50be26e46e7d1088b32e81d9b544452070a164
4,X,2,D,X,1,3,f379aadff47ba64a95e9c4c1c7fc9e6e6dc76d8eb781e45a80d1ab3d4a4b361e
5,D,1,D,X,1,4,e84af86c3f96213b431310d22e392782bd7766d85bc6089fb0d4294ea99bed1c
6,X,2,D,X,0,4,a6ce839e1e938bd01de1bef03c61f7e05c87915986a60b1c5d324dc574cc7f79
7,D,1,D,X,1,5,316de16dc9411c9ebea2482cd6fd9783564212f9611703ecb6ea1cfef1a74b2d
8,X,2,D,X,0,5,9f6cf977b2312bfbce08f6759b614205556de1e24522a4b649f8b0d485de0612
9,D,1,D,X,1,6,7018569a9655cd18fe4fa3540cc075ba2ed9c7a6998f027283654448acbcde64
10,X,2,D,X,1,7,312729bd41c3d9cdff4aa9595a7a427835d046511c8cd996c506ca1334a1603e
11,D,1,D,X,1,8,a66d4d8fb406edd304cdf6ccb5689d28b35204d0fdcd833edc40338f49d5fd5a
12,X,2,D,X,1,9,a4a68fc45623909c1e74a61006734bdc756d8a8f2520b2592e44306c0690888d
13,D,1,D,X,1,10,caf6896020ac1de11a3a8ce6b5edddde73495ba8da62aeca2d05ca73329105b7
14,X,2,D,X,0,10,15db2e274406884d41148b19f7ee76c39b54ba508b9e7c3f62d4a2e8b5d2f39d
15,X,2,D,X,1,11,5b253e1f668567d4225c77b90fa88cc94ab261dbb53d578131168349dd18b513
16,X,2,D,X,0,11,63d2f4eeb42f1c0fb39998895b0363acd24f1ea6f2181f1b4c451df459bbdaaf
17,D,1,D,X,1,12,31336aebf05548267eae8b2718fb7ed6c664b7f48a17b112019f16fb97c29740
18,X,2,D,X,0,12,a87218890aa45cb1715d2ab06a34722ef3295c8253b3096ae4d3954aeeff79c5
19,X,2,D,X,0,12,8c6608dd416dcc91d2e49c92ed152ad7f2cb53d3329237029a69fbb6ba217355
20,X,2,D,X,0,12,3a998ab5677788c22cb5922a1f5169c520f85f13fd7801bc59c70d7e1fd7843f
21,D,1,D,X,1,13,6c7ec2b4632d32ff3d684ab89ab1d02169772309a6574cbf69c01d7e264737a6
22,X,2,D,X,0,13,c4b4ca3641881dd724d12fe2362bea20f4c3d3ab4b4eb8c9a12e7c877ca86aa3
23,X,2,D,X,0,13,c680b71b1cd9f887549591a21453bc707ca10b2db73ef9a6b1796ed584b0dfc8
24,X,2,D,X,0,13,9de83c4c33cc62ab69f2e56264e49e3bd622bd522e00b8c4ecccebfe77199a5c
25,X,2,D,X,0,13,c2c4e72bcaf01934137d44bfe93337b7f885f94b6e5146fab0929fe89917553d
26,X,2,D,X,1,14,db693f9e08b446b9d5d4ebfb5d32962e4999252734ccac4b7f2cb9584f7e3423
27,X,2,D,X,0,14,0bdbb3fa56e5386093c099707b2769e724edcb42b147aeb66611761e07678976
28,X,2,D,X,0,14,edd9f58fa96712f6b6bdfb98f73fa5a674294e193780156bedd0729a947c412e
29,X,2,D,X,0,14,987aeedb19e7749fb400dce06ff02815772b323cbdaa9873a580569f0c70f744
30,X,2,D,X,0,14,48465c6de2c0bae751c23d38b03b69e6b188ad272d1e7ef07868e37d6c60b316
31,X,2,D,X,0,14,18c3ebedf1bfa7075aa1c58f535793e1ae83de3aad408a1b13498dd748befec0
32,X,2,D,X,0,14,73bbeb3de5cdc2d10e4491601f706c85ca6225af009cb9ad5e15ce81693264bb
33,X,2,D,X,0,14,55bc87db18db80e69b49c6cd669fd3cb7caad59e5d81dac68e131655533f08e7
34,X,2,D,X,1,15,a11689cc373cc94d5122eb04d173d789bd78e43922a8d8aef8eee55c984692fd
35,X,2,D,X,0,15,35cf62ad55d6fe5675f2942421e1d12242970c600c0148c95fec95e54bf2dcf4
36,X,2,D,X,0,15,7389eff51479f59e2f4f14bce7e6520c08ef2115f08419722719e727f4f35ce2
37,X,2,D,X,0,15,d45684feff323e11b8a434ef1ecef0573315e3503356cac40a64cbc45c1ac040
38,X,2,D,X,0,15,5a57c1d3a15e5139911d6a8989c03e1b15f1539a13b8f282710fc1e8af2204f7
39,X,2,D,X,0,15,f5b68e3cbaf1a4aca745fd31c57eba9e24864ee155bdeddc7912edf6496eab56
40,X,2,D,X,0,15,4da4c2fd3b3bccb2d531814f2630cfd20566e027863367634214b4e173120764
41,X,2,D,X,0,15,67b95eda78b2f2302344c8d2cb68fbf2c732f8200a09fe5b979f413130578551
42,X,2,D,X,0,15,9e49ab6b7da46dd3830fe07378d3b76798c17000edfa4936ec486e161c8352e4
43,X,2,D,X,1,16,7c297d7969263ee715e554e94885a81e97208b8504a35d5e40eafade0f35b37f
44,X,2,D,X,0,16,efba02cf2dc64af756a43cdb425ab497121f3f4d0a59b429443d8ff63ab3975c
45,X,2,D,X,1,17,a2c85c78f71625f524f9526f05ca622d6282561d7812c22ed0048aee5a753ddd
46,X,2,D,X,0,17,e0787cabb706f0afa536a1e64ba5754dd70be181e097a9d1b0444dbf4dabee0b
47,X,2,D,X,0,17,782f73bc1971b2b739788d89a480a8025c243fec96073c31d0aa3006e2118072
48,X,2,D,X,0,17,57410b45ae413a95686f431844a34666a4ae1140eaaa6e977fc49c0534b5733b
49,X,2,D,X,0,17,8c2615c19989e7956cf44987d20798b36cbdd4e1ec1215d4b1b4bdbe5d6930a7
50,X,2,D,X,1,18,fe9b4f5f425b4c69fd7584b1455743ceb407ff6bf4b5b8f4717dcbfee47f4d8d
51,X,2,D,X,1,19,e9be25737ffd2e576b632eeea91077a203bdc858f9de19792af5a0345f99cfbe
52,X,2,D,X,1,20,c14b99448d48f6b290f3313eea2d9b52eca744542a75df851c998cb4341e0021
53,X,2,D,X,1,21,737ea4dfd9b6818097f84e6989e3a9a4679722a37ff13bfc499a122c923d5936
54,X,2,D,X,1,22,7d72094eb9c139f8000cf34c68863be0067c65e471e1fdde31e59adedf9d56d7
55,X,2,D,X,1,23,c34bd409f1654fb50e299efcc48a96d85f2007b2fc58c7472a8527380d8e8354
56,X,2,D,X,1,24,8918ade23d1087c3c51e51d5cb1956541c63e5a94d17ffbe7bb8adb5d65ba0a2
57,X,2,D,X,1,25,ad3ac6dcc81f79a42936b78290287220a4a51cddbab34a051d51388fc0088973
58,X,2,D,X,1,26,8705b56a77a732e3cae2afe716e15d7a1ca204cffb161622988d6ad0ba0f1585
59,X,2,D,X,1,27,28d484ee59e86bd7c387ba9d4d1b28935dab5fb147483b40590b4f595346213f
60,X,2,D,X,1,28,7cd85e2039d614099241ecbf9adea4091de666823f12c987daa2dd3a28cab805
61,X,2,D,X,1,29,a312725cfc0a7c1584f4b888018053265fe56bb508d95fce2455854dd7c171fa
