trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,G,1,G,Q,1,1,64097a5a511227f9e99cd3666b17bffeddcfb61f8267acfadf8379d318259923
2,Q,2,G,Q,0,1,72ffd15265f617df237c7e8d4d9c1f271f0dbfc16c1f2c7694533d32ca32fc49
3,G,1,G,Q,1,2,14397a27e0c843abee76dff73b03183fd364be8c10d24dfa051ccc6112c8c212
4,Q,2,G,Q,1,3,0d7db6cf6c1f3885adaa7c7dc259b437c26c6768f67dca3c0b050326f6e9b731
5,G,1,G,Q,1,4,d75c941687354cfec4cc5e2830d8df5ed987ab8c254047a18ce2324b0a064bc5
6,Q,2,G,Q,0,4,87f17b75a1e674a2a9164954528bbad0e5448de55f98a84a802917ed2a707c1f
7,G,1,G,Q,1,5,683d1c0d7288c0111aaf0037229a900aa6d2a5d499a55c3dad8d3cacef8adf81
8,Q,2,G,Q,0,5,47dd91c612b2f69f168b50f79a1084d3a3268641b4eeebbab8597b23b398feb6
9,Q,2,G,Q,0,5,d04029fc55aaf6a6460cab4958e45a85d7c1afaf02c19ceb5242e455aee1e69c
10,G,1,G,Q,0,5,1ba5f4af80f6a5727a4e6089be09040d5d3c1b2dd657a49c9a380614ff9c9c44
11,Q,2,G,Q,1,6,3c8ac0987589dbc7d3e908e42b76da4cd1248fe3fe2c061fa90f8176f290cca7
12,Q,2,G,Q,1,7,b96dc37cb198c15c4b56c25b9633181552206c62603ef482decf5538b9b5e2d4
13,G,1,G,Q,1,8,d8722ff7f39e455d4b30f217bf113b6eb7be1a5ea370736299d0b38c69ca8347
14,Q,2,G,Q,0,8,ee4078c0c6c031fb690f6d7d167a8beda9aab804ff11d36b04cd81aa37bd39ec
15,Q,2,G,Q,1,9,3135b1dfb3532bc2992d2241f02c94c3168311dec776dfbda6ab95785765296d
16,Q,2,G,Q,0,9,503657d78a674c286d848ebbe9195d5d7d1509b5bb6e0215d2ba75cc24bdd9bc
17,Q,2,G,Q,0,9,06b4c492de84e7ab99686327957757062dc62792d4b45d5c37d48e1e07be6c20
18,Q,2,G,Q,0,9,6efbdd1922c4906e6b71a95921d265f80ab8b8d746dfc4a5de924e8f8ef429ad
19,Q,2,G,Q,0,9,69d131be93ae28bbaa1fbc3f91b84948162f5a5360ac3f66aabaaf10d8468781
20,Q,2,G,Q,0,9,f6338e285694ca810c15fb72f68be2aaa417f3732820f70fbd9afec344cd601d
21,Q,2,G,Q,0,9,9e00deda08727025daece9c4c662cd19d7775f779af9a2e0c31547e2dcf7c936
22,Q,2,G,Q,0,9,84f8fe7fc721a3de0bdea6a8fd9fea064e71a46c974307c4c43a5bf643d879cc
23,Q,2,G,Q,0,9,fbeb811127227ff3bd27affb76fd23d9da2e59ce3155d1779c8a4d6e3684c75b
24,Q,2,G,Q,0,9,61d31d65c3d4b0b76b5312c62c9563f7c2d4dcba8c4976a1373b19f177dd5200
25,Q,2,G,Q,0,9,f4ae296670c65c575baafe5ca3b4b1fb4845191aeddbe970bad42efd40cba8cd
26,Q,2,G,Q,1,10,4dfde14f9ccc24bb031c1728243c692c045fe4bcac18265bd04de03c49585890
27,Q,2,G,Q,0,10,63d59a33a8968f96f3fd0d914b07b8779207f25d877070db22c354109e2659e3
28,Q,2,G,Q,0,10,d68ee661ff4f582ff9a230c99645d858d4ed17afcddf4e9d40db7ec0eed0ef13
29,Q,2,G,Q,0,10,5b7ab421520a296e37603d827f641be4b41948459a39443533bf0814525b54ec
30,Q,2,G,Q,0,10,5e6271f701d483fa7ace8b015c0ec1daa3ec58abd7f78bccbd426b1729cc7ab7
31,Q,2,G,Q,0,10,2e279136336360a9c10ef17069ca10f594e0f4a9920c57de8624707105189920
32,Q,2,G,Q,0,10,573c2cd03848198656d7fac69c8f8ade0a7a98b9dc14a1e54d49ec55dd7173b5
33,Q,2,G,Q,0,10,203cfe5f73cda93b790219f8017968abc9b53f0941f1320519cf94dd3b149b9e
34,Q,2,G,Q,1,11,c315d7e6719a824bb551d16acfda729e9d487432ec9ded4e613114faeed22876
35,Q,2,G,Q,0,11,c191cf9ed0fcbbeb4f47dce831e9bbffb44b04d1e217a7e8a75d6e686377ea20
36,Q,2,G,Q,0,11,b1cdc2befbe505afdcfb43218cc5bf4ded1c5f63110f4b4c0b4b766c0cbe64f2
37,Q,2,G,Q,0,11,636bb85f6578ae73b7594cdad4535f5bce288df623c2fde493807029c6c53ebb
38,Q,2,G,Q,0,11,17c3ed128a0cb9ddb6f7fdf84ba445ca4ee863d0b2cc275cf30758ef9df629c5
39,Q,2,G,Q,0,11,6583554400d7567a4762bf6e8317954aa07b06bfedd1635ac5208945ed0d91a3
40,Q,2,G,Q,0,11,b054c826d6716d869ca76835ee1188b1bccca161874533b7ac5db2e5e78c0363
41,Q,2,G,Q,0,11,ea035112352fc946fb894fadbecaff24994da12713490184bb0fbfaeeaa3a0b5
42,Q,2,G,Q,0,11,13d760581c4b0a759fac77dc6dd1293537b9e77f04a7cb66a5bae386e2703a70
43,Q,2,G,Q,1,12,d2c4df21d9814600bf35c37c62d10140d00fa611a103bef95357b7ff5876352d
44,Q,2,G,Q,0,12,ac8dff558ccfc68a62cf73207e0e6bda2a5a8cd97927c07869dec39ba69b6bd6
45,Q,2,G,Q,1,13,667ab3c9d03794900b07ab33e2941c2b79643b645efde09a08809f01437671e1
46,Q,2,G,Q,0,13,95eb3252fbfd9f3b58d91547c5605e4db7ae9c1923d09884f915973be4139e6b
47,Q,2,G,Q,0,13,966e90aea0c6656dd3863984802a6352b1e8e58642c6fc80bc038453fa784747
48,Q,2,G,Q,0,13,84c39eb887cf78e94495f47db44910a6a8ab37b2e9c8d4a7e9810dadd20e5713
49,Q,2,G,Q,0,13,733feaa99afcbd75ac2c37b2b6f68510591480dce1f3a059a17ae40cca578b87
50,Q,2,G,Q,1,14,9b21f2ab273b4a2c0bdae381911181cb337af50e1742389c122d50ab31ae69f2
51,Q,2,G,Q,1,15,e25167eb1600f88ba0df50c8c895a6b7d0a67bf47c15915a5810780c7c8a35e6
52,Q,2,G,Q,1,16,26845c4e2d44330c2d55478cb53e75f6e7c4911544f1dfdfb03cf6671225f623
53,Q,2,G,Q,1,17,1c7f72da780c381305b4b82943342612c5f37c440fd912f81c81a6f3a6991ea6
54,Q,2,G,Q,1,18,30ef40047c5c4e51e21b144e52ea3e3c87ce3bb34544337a684f29de532a5c97
55,Q,2,G,Q,1,19,7fe6db66c244643993feb6583d40fac0fe4b8fe652fa560c397501bb7ca1f7ef
56,Q,2,G,Q,1,20,43115c4a34ba64c2c796abe027a4d7263a004f5c90d441f36425b7c3038507be
57,Q,2,G,Q,1,21,faa95769d725df6091affa81584609ebd5da1819d7a92e34798afee7e3ff2e1e
58,Q,2,G,Q,1,22,4d512fd437e27bc919ebfe8158d5939f26a18e336ca43a84730ed381d1f35ab1
59,Q,2,G,Q,1,23,f394efec68965bbe2e8d4ca36d0d1b6a036aa4471965818078ef52b1d6b12c63
60,Q,2,G,Q,1,24,c8ddd72517467e4f5d5556c936f52ccf46b57801adbd37ec47c4be8ddaa88d2c
61,Q,2,G,Q,1,25,b478dd07142f99a39c7b3e048c33dc9719846f658040bea1cc12c07e3d40a4e9
62,Q,2,G,Q,1,26,b53ed24cef76cbcdd22feb8d6e15de350f254777d6b606d0c63f4e73a84478a0
63,Q,2,G,Q,1,27,320b7b2ee7920f8de25640f47e0d581dce99b74ae7704f21e83b812901f89568
64,Q,2,G,Q,1,28,a965096269af8d7ebb7f317f148fb6920b544fe0129a863c5bc6f0896075f90c
65,Q,2,G,Q,1,29,a1e61f7d95843b0a18d26147abe11407b378601891d4b8fb48d665dff40591b7
66,Q,2,G,Q,1,30,21108691511a4f893aa6f79042ef2344ae54b52e393d4a3e55810092ff2292f2
67,Q,2,G,Q,1,31,d25db933eb627ccbc89b89c17d9f161aad0e325629364fe94aa9da7e59455f41
68,Q,2,G,Q,1,32,78d99d840d26b4cffc26bff44046d751df034a7f52bbe702c8aabc799ee30b1c
69,Q,2,G,Q,1,33,765d0e2f4a399040a279acd018f795287d216e03167d9b16fa1e1a837b5c7fbb
70,Q,2,G,Q,1,34,25d8cf21e9c2cb0f0a6cfd8e133e3286f9001314e53b14437f792faced96fa6d
71,Q,2,G,Q,1,35,4779fa427d2e44e17fe698abb74c6c3f9ed48e18dbf12b196a1af92427f87e8e
72,Q,2,G,Q,1,36,27a26a2038ea3c03b48632a7b8482cbe3bf5bce234b15759542e384e41898e15
73,Q,2,G,Q,1,37,6559383e444228e4c97337606f1f7ffba394ad2d0eec81a90558165c025836aa
74,Q,2,G,Q,1,38,7218e99ec3932a9bcf68a0f3c5e48a5e64859116a409755bb2603e18c98166c7
75,Q,2,G,Q,1,39,668e9c5f3fa16ce8f7128a100448b1df6253e13fdbed82ca4ec837b19395baa2
76,Q,2,G,Q,1,40,b7f3b65f85df3f69e7c6a18dec83caeaa98848aedd60f0338f964db652f11298
77,Q,2,G,Q,1,41,7332b6869e7747eb95db63bc5d5d8084701a91f8c379b8f8791e9c6297b95470
78,Q,2,G,Q,1,42,5a7929efd381b2d213683d0dff9e21e4daa710946bc9dade9792f7a3fbd9a1f0
79,Q,2,G,Q,1,43,e1da687554db6f57c415e8e5087709e0b9e72cd109e95719f6e10e6434453640
80,Q,2,G,Q,1,44,37266a419589143b762b80476875510683feae2a86382ec04ab2e45fdbe3433c
81,Q,2,G,Q,1,45,ccde3a19d4dd19ebf01604d12bdc79a5593430f159274854f0e212da071a3b7e
82,Q,2,G,Q,1,46,5efa2b8782005499cf913c76a5c248b50c138a4dc5a8f1e4a05ceebf2ace3ddf
83,Q,2,G,Q,1,47,1c7c86ac6280fc530c9b2eebdbb94ef4258582257c2ac92d7e4f580bf241e9f5
84,Q,2,G,Q,1,48,1e82c52007545c2a09afd520f7b361142904aa7fb41e7f8f2c34f824569d1b7c
85,Q,2,G,Q,1,49,663aacf2b4c392afcc477bc0cf13dc24201280d47dd4085726b2fa6eb2c68257
86,Q,2,G,Q,1,50,a382b369453cd8b27c70ba5c4ea8426fe39b8314d670b056f812ee02687026fb
87,Q,2,G,Q,1,51,2a1ad4420e7f4a177ef842f87cbfdc973d4cf51dfe2b6e1e532a331aa18e4aaf
88,Q,2,G,Q,1,52,6f66ae0a57e84cf5d39c50da78f6da37896ca670d8dc30a94737ca45f2a46919
89,Q,2,G,Q,0,52,eb2c08b8dad4de6daf830b130e72ed7f2e22790c83db18f18c8245fcf966ca50
90,Q,2,G,Q,1,53,4d4c84abd496663f1c5d3a782a45c744511a4e27f25a0d4803ac0f1e2fce1590
91,Q,2,G,Q,1,54,dc2caa78a8e6f3043015cfeb56cd797f875a4921cc7a24c0c7f15d24c15b2e3c
92,Q,2,G,Q,1,55,d77b701cebc30ca372cb4f8702f0da08555b17cc6daa28c5aa2e820a909f74fa
93,Q,2,G,Q,1,56,787779b57320534d081978e218baf042469741c1e0f7e0927daf71749382ad02
94,Q,2,G,Q,1,57,898777f46d0501bc732ee1b4693275952844b81aa46f2b04483c44ca265ff934
95,Q,2,G,Q,1,58,e9983653a85cb6f7ca9661291f279fba49e7ae7e4352ffb41411e55012763a9f
96,Q,2,G,Q,1,59,36fac3e6059ceefc0db673877c205eb2f6a8c24239f0fc23e62f6a630e317e64
97,Q,2,G,Q,1,60,bb3af970e6e50f6899200bfb9cc76f450a0ccd19e5a6b1c36d4c9241797ad30a
