trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,T,1,T,G,1,1,67e1173adddb8056b0f0fa3e99d192ee508624d1db90e9bf48e00af9e59d71f1
2,G,2,T,G,0,1,f6939a94dd7002e6f5301b440352fa6496c55b8739704bcc029a0db3f097fa4c
3,T,1,T,G,1,2,24757636f1cc0a54ef2c663407762ac133a0f949d2145d8b99800c60a22196b0
4,G,2,T,G,1,3,2aa245c30dfc0a6e24f007b8078f26819d3bbb8804f2b275f4aad3dc6934f88e
5,T,1,T,G,1,4,6e058f934293340571971d344d6031fd3d492e99bb73f3391b19b81fac7e4058
6,G,2,T,G,0,4,ce15c10d2b4960281a419f52601009745009f4104dc65cb90a07a9d8450ef9ac
7,T,1,T,G,1,5,3b910fbfe9d7e50500b38cf90490e7d3e59bad1062aacf5bff357e31544c146b
8,G,2,T,G,0,5,6f5374d48b96d8fa936255f0f7a34e5045a9f9d90f67b697becee8e6375d9ae7
9,T,1,T,G,1,6,bd1fc28dbfd81448da37b6f1891e0b45a05af5b34273c852a36cd7dc0459f3c1
10,G,2,T,G,1,7,ab074c71c3469c484ba2425a602c4e1b4143bd97be69723ee38887e3a66c511f
11,T,1,T,G,1,8,7b59e38e35833939fecc708f88b48fcfe79156bf95d0ebce4a2a7b9e745a9008
12,G,2,T,G,1,9,2519d4085e0c0b6e3b79ff948765e37fcef782b29193d398d0ad252da01a5009
13,T,1,T,G,1,10,d7ef8cf54e765dbd58330f9812e52194808d35763bb4b4cf66dd7205c8f349e2
14,G,2,T,G,0,10,b803b200e7811b70868d427113db61943d57898f8aa489a8cd56de3644eb651a
15,T,1,T,G,1,11,3f9e00f0df8ee1ba1b02244858096766efce95d3c5745a5e42e5365d404aec61
16,G,2,T,G,0,11,22f408e8e4a2161699236d7f666f9328d63f3bceb0b8cf5588d855e83484216b
17,T,1,T,G,1,12,ecdb7985cf66dc4ffe068d3e72377575e2f4711486e1e0a71abd4060ff7650cd
18,G,2,T,G,0,12,b240d2f74f7f1ab25dc96257595112e17b74deb45f6f5feef96c96413edf4375
19,T,1,T,G,1,13,9f86a1ec6703e4951cd0424eea23c2f185a7a9adbbd281bac2f09035bc3dfbea
20,G,2,T,G,0,13,fdb1190c4137eae46f3c18789482a2353ddee285d39c1a42e64c95d8e7f0fa4f
21,T,1,T,G,1,14,c017c552cbdf3ebd8e9156a172001015172063308c0af422bc7228c02aaa9a4a
22,G,2,T,G,0,14,72998f58b12eefa9c579780a3063f49c4648f6585f703759e6abdf139cefc144
23,T,1,T,G,1,15,df655ce19bd2607fdae94681bfd4af5d6592a9d557c15251c66c81a3f20832fd
24,G,2,T,G,0,15,e53480f830353bb8fc03f4fcc48eb752450003850d2bd81291ac9cb9d02dcf72
25,T,1,T,G,1,16,1fac035781789b287b5e429c7950034d14d86fccbded60ac44f27771922b9019
26,G,2,T,G,1,17,19f572ee123bb5b298cce00661d0be5aacc4a80c4c7f360c61e04a3e497b3c07
27,T,1,T,G,1,18,d413d2bae1b72c90f2b324d5575d18642341e9dd34824c040efd4662c294613c
28,G,2,T,G,0,18,b9f44694d3c8457eb347e2f9e04e06493fe55b7b616b9c240b2b0d8d14e16016
29,T,1,T,G,1,19,63c1ef880dc6acbc99f89b2ebd1a99047f24bff97b757639cc499c115c023931
30,G,2,T,G,0,19,fbc6b55daddcc49696a17bab705ff53b6fc28e8d4800dc8675b7d2e2d17d81ba
31,T,1,T,G,1,20,6cf5cb7ef104eb66db700f97ee591e2acc33641878c7aae264d52d545c351c47
32,G,2,T,G,0,20,cb629f359c0c9180db942d61c2e3be07d4868285fe55f77930d279421a7fa47d
33,T,1,T,G,1,21,20c6134b24a549da38b82fc726819bde8223a56d3e589e72da97f994b09768c0
34,G,2,T,G,1,22,58e2595b7001f1d66ba215bf606a01266498ab976efafd958fee2fcaf11ae6cc
35,T,1,T,G,1,23,f740517568e0bc52d7cc872c219d94181c2d80cd314f6f13b0b7d52bc09914ac
