trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,A,1,A,V,1,1,b598056e8ec562617188db42fa88d726c53c33fd94ca14878e794c04d8cc18d4
2,V,2,A,V,0,1,11b43249f18464f97ab9b0adf97af82a668491eb2cc9ce492d20b16245f611d0
3,V,2,A,V,0,1,b824d1b2deedca44093b2afc5b19ddd2dc053ea1064ed69fc44261843c967ecb
4,V,2,A,V,1,2,fb58ae18d173ffc055f54a575e665c3657ede372eef481cf8449143f8967c628
5,A,1,A,V,1,3,3f8603e4b42306b8e24ebea81db7e13d5efbf619ee6a0640c226228e5499f5bc
6,A,1,A,V,1,4,a9151af182a67da2d8994249473dd0adaec5067ddcb193868532bb812b51f8ff
7,A,1,A,V,1,5,32737414c734a793e5f2c4a87a41b93a26a0d1ee9037a423006dd188f9e6a323
8,V,2,A,V,0,5,996b9cad0fd188b75fc443c47b5f7bab082251f40644080080012422d3baaec1
9,A,1,A,V,1,6,8636f6ce096df8c7e4cc3941cf91483a4700c2e59b0a03f64cc0b48d737faf89
10,A,1,A,V,0,6,b53cb8b6f4590852393226023ff47c6758dd52cb27d8290219d7335b8ebd4cd8
11,A,1,A,V,1,7,312dcc5b43912efe81ca48261e12bbbdd8d66dd34fc6f362880ce9b829954322
12,A,1,A,V,1,8,c88021d9614a08c4e6260a8da579e59fef7e32a703301a08f32d06b11bc1f3bb
13,A,1,A,V,1,9,eea4b79993f4f93ca9185567945f9515637aa56640f5e2fe865f6a78cc5c0b21
14,A,1,A,V,1,10,6ee33b92abe4f8393f217334e58671ec8f5b19687620ebfd7bbcaa68e0c19865
15,A,1,A,V,1,11,e2af6be849dd7cfa42d375e72ca09c6b26ce425c5d630e915901cd5e463f40a2
16,A,1,A,V,1,12,93adf907659dcc5d5e661667ab9868e67bd6adbcc4af496fdb9739b559761dcb
17,A,1,A,V,1,13,592f13879a3154cb62a597ce747b59ed1826e914d76140d0f8eb8ae68839236e
18,A,1,A,V,1,14,ecf9d52b2a2b82dc59846a5feaca3337190b8a67800bae50cef8293aea96d34b
19,A,1,A,V,1,15,fbb9bfbdbdd51ee341f8088cd3ab206415755dc7b3d58c7f4146dd95102e945a
20,A,1,A,V,1,16,4a7497a69f9e00d6fa481d8558ff2f55317119a080b07d8b6c24a17f48c6e70c
21,A,1,A,V,1,17,be705c589da0caf6aa8a89bfb4a9897086004992389bf1529575af4db410e40c
22,A,1,A,V,1,18,19bc90a87bd7ee7baa37f10baf1a13409f12c0e5dbad42b440d811c27eeb8fa5
23,A,1,A,V,1,19,f87f844b798ff8b90891677e3137a19dc31b5e0e68bf7744bdf683e563eb3cf1
24,A,1,A,V,1,20,e1810ba0d5fcb78eb9b0f66b93eb3414f07e4e45706ac05ab55586b13b180116
25,A,1,A,V,1,21,75220e1f65279ef1c0a7e47bc452cc7551ac549e782c7bb253cbd56fe4cb8d09
26,A,1,A,V,1,22,5510bef119c1eca7e7ac46438f28a62a79c2d9f262ed20e0dc6d756c2e6fbce4
27,A,1,A,V,1,23,434717a5a386f5818f8c54f82357ee5521588875385d37eb5fce1dfcd0335b73
28,A,1,A,V,1,24,7b6b6682b762c0422c9fd2b3dbafad3cba3ee95e93cc4b429ff5c3a373ebc7de
29,A,1,A,V,1,25,6187f3b3997bc252dfec670330a3f0eacba17bbcca4b69a6f56de3c7e29524e5
30,A,1,A,V,1,26,70bec932e214b25fd9a2ecbb75c67029ac29d7e68d1efbb09ee363fab8e678bd
31,A,1,A,V,1,27,76f577f1c3f10152360a5e922aad55d445d2a387d7249d865feebc6cb5fc9dd0
32,A,1,A,V,1,28,89a0136c0bd0be6c9e83e9640c5be818c389efa04ab99c33b2241403a8267c46
33,A,1,A,V,1,29,483fb8ca8d42d396ea3ee695f137338c8f5a4a8f6275e25c3c949a3a4f05e3ff
34,A,1,A,V,1,30,47aac051795c146707a9d2a9cb379b0457991377d150808d57eaee803f685fe4
35,A,1,A,V,1,31,2c4fb62ed81f8b32f2f097e610eaba9a3ed624aad1cc4b4e9217f99c3a6cd9f9
36,A,1,A,V,1,32,2e372133e729984bb68aac14cd3fd6e1f8aaa5aa3c36f75a290f8b2961cec4ae
37,A,1,A,V,1,33,1362efeb1501889fca1cb98d3548405e3e60f17fb7b0ab31dc871f00dfe6eee8
38,A,1,A,V,1,34,5a0e5ac05df622231addb9391437292f71c739a562c474519df1c98e1e3934cf
39,A,1,A,V,1,35,7df03b1e299cd72d28b7d27b9036f41c141ed0ec4f32c88d126e04db96f72b10
40,A,1,A,V,1,36,17fe894abc722e306933a91f39f85881292411069b6a61b1ca1f45653c39037e
41,A,1,A,V,1,37,277b6da19a69e6dc3914d1ce7196af9fb97af8ddddf111f22d49c5183a65960a
42,A,1,A,V,1,38,796cff65793e59b9b9512bc112054e58afe76a2d00cdbc020f5612d13641b4c6
43,A,1,A,V,1,39,e31bc00e2e711f370cf4f6247bd90c82b7aac598974431d46c292675535d660d
44,A,1,A,V,1,40,3a26dc3e81545a3fe98cada56b66739c67b947c6d99eabf64a7543875744813f
45,A,1,A,V,1,41,c8f6816441ca515207b007d9ce9bad6c5cb33edcc772997b2d76d6ed9ee2612a
46,A,1,A,V,1,42,6a911c9fa7899e50bfac419c025166c6a72592522882e1743f0ea27804c3fbfb
47,A,1,A,V,1,43,36f14a9357039fd6521d002b189342de06d601e3a0918f2b1c76fe93d10e9f38
48,A,1,A,V,1,44,57ee923ccfb6630550a707dc29492464552c2e836b708432d44517e5ca6a1b4c
