trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,J,2,R,J,1,1,bc1c55ffb9e4c0f0ae6d57186ef16070724608441cf72c6f74d95ec4b222427d
2,R,1,R,J,1,2,dec995f7e1e6c3f846ed9af52e6c626b6666ff4bc9ef4adcbcd96df0c1b2ed62
3,R,1,R,J,1,3,76c544ac5b0789d61b788561899ffc8f6f8f40a2734bd935794951cc167c839a
4,R,1,R,J,0,3,23502426c441b7c10757312bb234959a52e1f834fc6e95c2bcf8b16bb7c5b89c
5,R,1,R,J,1,4,be977f6fd948c36ef0c1b4b045fca49029cd810a9d48be5072dc7bba2ae0198e
6,J,2,R,J,0,4,f7b522a078661e5d374359133312be96bbcb621ade77c60cb52a57279f7c4926
7,J,2,R,J,1,5,8c407fef97bbf5f92a1ad83a2bce3d5a9797fc425a015ac889c986121a36cf9f
8,R,1,R,J,1,6,d5db808d913788f820179430e82d451ecd99e91ef4ef22fd83524464de47562b
9,J,2,R,J,0,6,dbfa4357b2eb85f465f343ff6185dd3ce4a19983d6d6b541a71192874655d276
10,J,2,R,J,1,7,78bbe0fb3180d219a2b03f01d79da1033ef28cd5d0bf72a981772dd3796d50ec
11,R,1,R,J,1,8,60fc6a8f48a4941d95b822f739eeb38d9b47b76e74ddcb13e7b4a0dcfc764669
12,J,2,R,J,1,9,c8d9e324b07e4f734db96c56331039eb345cbf786c9d5622e2724349b009480d
13,R,1,R,J,1,10,c1f5d1a7b4a2948b352a3ad26d46ace92efa5240f44403382fe477cc7578b0e5
14,R,1,R,J,1,11,5a5ad052b0fcc15b904680da644cac16a7cccb24dc09665866ae49b2505504bd
15,J,2,R,J,1,12,7b531a419a1e8a3af43ed502984abab9b5636df121cbe1e85400d6aa273dd0ae
16,R,1,R,J,1,13,19ffcb1757ad78d22fe38ffcc277ea9d65cdeae2fb0ba4f74ee42d8f16eae311
17,R,1,R,J,1,14,21349fb52688d744a834bb548ecc2ed46529d11c6ee11fefff5dfef97bebe291
18,R,1,R,J,1,15,856350926f49f541f6616f69034156523e4017425b9a06fcd75ff67ee5cdd01a
19,J,2,R,J,0,15,85e480502780ed14b70b1595c0d1e32c5fd37800b4275e26542123b78942883a
