trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,L,1,L,C,1,1,f504cb883b3e74b7a48119656df7e2ea18838f1833c7dc485c4a7b3f427a6959
2,L,1,L,C,1,2,35baf61d60783652f88ccddef19dc49d7ff48de39287feb9dc6f05fec6a74772
3,C,2,L,C,0,2,27b458376cd56b00da0b0b819c1ded82304dc7484d924d28ff8d70850568dca7
4,C,2,L,C,1,3,db1207e71676f9d3762ae61bc5781ab642c977ec822aa65819b7c03b150368ab
5,L,1,L,C,1,4,3f29bca26c21f15f8d6d02a31d2dcca3d9e3a15539f28362d44a5b588f366b28
6,L,1,L,C,1,5,295e7888be32e4fd2b99af2c566f781a50d9bddc1d8cbb230d64a9206d6e0153
7,C,2,L,C,1,6,85c69c25827fc23de679c05a8adc882646e1594e4a0408723f0b2e98d35117d7
8,C,2,L,C,0,6,170f947e981da6e563bf75f457d5ac209fafb0fb7e2b8ad18bf2e9e779400bcb
9,C,2,L,C,0,6,e4a12cd570102570aa2c332c3f34243ad47244691ebc2913e2454bcece41c77f
10,C,2,L,C,1,7,5349a6684f990758e1f9dd848199602fab9b27d3d92337c9daf4a28eaf49a560
11,C,2,L,C,1,8,2b74b256a2f737d79d649f6b2c3104ca9548465b871732c04619730afda9dcbc
12,L,1,L,C,1,9,4171eff14e449f5c49b1fcf7e7fdd678c536afd907fa8d0c64beac0e4bc3a346
13,C,2,L,C,0,9,14255c05f9025be19c816e00b7759c4baeae2ae58c3ba3d59c9807027251692a
14,L,1,L,C,1,10,f87a7840953a430d43ecf8d6d2819583d4a20e6f801d305062db8ffc9268641a
15,C,2,L,C,1,11,a99bc058fdbf0473318519bec6ca2a5615f09c3da4e24323741d43f48d5eadbc
16,C,2,L,C,0,11,9d9f5129c0a0bda4993a12d9acf59ff3dffb92a8a46bcb033d7a3a93c312ff84
17,C,2,L,C,0,11,ac512b14b27453195d3d3d16bc892f5f0be30baef24a99300a999c3cfe71b13c
18,L,1,L,C,1,12,6157918499e50c2e942520cac3321b12c36e657961942810b8922468473b78f1
19,C,2,L,C,0,12,d259b73f26a3f5b4894e0ec7470931454f9a6e1a0061b39ace47fc9d6097b881
20,C,2,L,C,0,12,6dd71a7be02f2078b1b8a8efffe7d7627857af2ecb024abc284f77b552f09ad9
21,L,1,L,C,1,13,7a9c2bc57ea5c3f9bd9cc9556be9d8c5487d6b299c46f6476d499f33cfed0b46
22,L,1,L,C,1,14,df2ed911c8e51e0387787387e539765bfbf05582dd6a853f3565891cf97065d1
23,L,1,L,C,1,15,9069424d7c9df28b54ebfc6f949ec162510f7df652565f6102abe9ef5400dfe4
24,C,2,L,C,0,15,6e3f2d3624828e90a7473decc052de4ac5df9f9a0c6dd87a2fdd6e36dc53fa34
25,L,1,L,C,1,16,660e47403365e85fcd1b51925039e130ecedc935d36e57cdb0e4618c183716b9
26,L,1,L,C,1,17,9423fda9702f174bbca62e429f4258e4f4203b06abf43d988d63180e5ba470c8
27,L,1,L,C,1,18,b997605453798a70496d98d7c579c20bd4eba22de4b67b234549e58bee04548b
