trial_index,choice_mapped,choice,choice_option_1,choice_option_2,reward,cumulative_reward,prompt_hash
1,Q,1,Q,P,1,1,f3d4532d3bf9675909641264236ee971adacd08ae1dd52ee957ddcdfb57d1a93
2,Q,1,Q,P,1,2,9f6b8fb22d31e3b1c5b458da952a6fc34a2832591983f7e25c2f5c1d5b524f83
3,Q,1,Q,P,1,3,98c951593d93347869a33c0ead70e6439e4e9d81157cd41742c00dd50c670b51
4,Q,1,Q,P,0,3,f4704745932ac8275a0ac78f87ed34f0f2326d6c6fc7a54d2ae4e9ac3eb507da
5,Q,1,Q,P,1,4,0d247cb9d431e8d8c2987dd1b19fa784511412f9debfff965080eff1dd5e3535
6,P,2,Q,P,0,4,8694bfc4196d40ee893e34b1d1a0c97b5c2dab9e0eaf9e61d8c68ce7efa78f8c
7,P,2,Q,P,1,5,145be0ed9e2e547d65c6bb4c70d141bd86a69fd0eed1821f6a0c6d6f2a4f3c9b
8,P,2,Q,P,0,5,e5dc5c594432993061cfdc00c5f2f4b4d8456e6cccd111006318aea27aaff4b9
9,P,2,Q,P,0,5,de29d6ca0038d99e7150f41b8a6df9410465f0bccdd9530cd9a55de2ec1cb046
10,P,2,Q,P,1,6,bc2cfdc20c464e7dc99bd0184aa798946b5664dbb261c3367f584dc17a8cf584
11,P,2,Q,P,1,7,9defc10c7f5ca7c08fb7d211ba1a35227a7f7a5f3b31b3dd1443d6a592d79a53
12,P,2,Q,P,1,8,82c97056aa27246fcb0f34add3377c315e0afc36090a4bfe2195a99b047105e5
13,P,2,Q,P,0,8,cf4ea4ad4e2989446d43d14aa702da513ff2fa782c6afc2a1e9d6e394408c806
14,P,2,Q,P,0,8,6be1fff0b92146d077260c50de723d58956f7c40ee461d372b1fe100eb672950
15,P,2,Q,P,1,9,9c56f1a45f03fde6800321a6895e00d9081f855d33b03d4ac83c89c0468696a4
16,P,2,Q,P,0,9,e7a46d3582fb718bc5f02e051bf498525404e27c4a5f412580a5ca1ec0c8d727
17,P,2,Q,P,0,9,d3fe0b1c9b9dafc2069a9fae529d2d208ab51b4f0e572137deeff14036164fbe
18,P,2,Q,P,0,9,c6f8de9376c9d11bd8161ca86af9f4f92abf6f42fc995b91e902a74f89cd7d5f
19,P,2,Q,P,0,9,c2bb25caa9b3b31b3a5b71132d0e8f1484d4c18e3eed5320a91a5a5b001c5909
20,P,2,Q,P,0,9,2a855e1e034ddada131136d3ee784ae26bd27658033bf3c6bb6ed0413112a7c0
21,P,2,Q,P,0,9,526c2056dbd8cf9a858423e35cade8bc2f78d8b72a80b7483841ea51ae5900cc
22,P,2,Q,P,0,9,88cf0195ebf7b9ff517277680ec23b83c58c192803830b0dd7efc82c12ec45bb
23,P,2,Q,P,0,9,3b16e5c56360c7ef83a2e5b43ab67ce2aa31c01f572d33a4df1847203ebeabba
24,P,2,Q,P,0,9,434b0d58aa0ef752d6f621cd64060984b3899ec5206ea9fd9e59564c67053988
25,P,2,Q,P,0,9,e9904371560b3fb4c00d2d2bac0dbf6a7747f455c597a61caea748380c99fd38
26,P,2,Q,P,1,10,ba542953761aeb0b926353c20688b3a02e9d4ca145b8b742043d3eac452e318c
27,P,2,Q,P,0,10,767415f1e3870827fabb03b5b79163aab1eda3fb2a997667ecc9fabd648af67c
28,P,2,Q,P,0,10,d71fa81668ee541ff43cc3c62748020c4cde123d0908a37520a616e451c8ae3d
29,P,2,Q,P,0,10,cb740f2daabb83b6ad3d32f42c8a0f9cc9ad8fbfcf07d07223227cf4035b7123
30,P,2,Q,P,0,10,0ffe23cc6967f460dcdf4ce747fc3a76595bba2966f718991c01264901c105f2
31,P,2,Q,P,0,10,7e0ecfccb598f04fdd0a4de1387a8d95f7498ebc50b5e044b9104b9662fbe32d
32,P,2,Q,P,0,10,697a8e38bb724bb22ce3c325a06e4b571538d53fa99ed031cda02ec69357bb7e
33,P,2,Q,P,0,10,2bc99b5ace040149f07d237f99d95ce68ba84a66794a766c34848f1be029ce65
34,P,2,Q,P,1,11,1da0400433e101746613b2b41b39b0759eeecea799db7e5a190bda9a9acaf2e6
35,P,2,Q,P,0,11,deec0f828ab8117f039152b26ff723e46b500ec400113976f8f3cf70090bb6d1
36,P,2,Q,P,0,11,0c86e9505412eae55df3fd45065a97c6817bac07c927bd53ffaa1a4823033cbe
37,P,2,Q,P,0,11,0ba87ef15aee7aa48deb46e705c7ba7663d5deabf7dbff111cf8e48cf069631c
38,P,2,Q,P,0,11,1c0955515152410a985245fcc61b18cf87a896026e2b5c3657ab56b77a83c614
39,P,2,Q,P,0,11,ea11eb3b269d8899c87713657c5b546967aad77f949bb739c9b8788b0ccb702b
40,P,2,Q,P,0,11,9ef0c2733275353b1324262d7df0fa9945d2d58ac81fb4f0d7220918ba5c5495
41,P,2,Q,P,0,11,43ace891e5abb7f49df94aa27f94efaa0a1cb68190923bd034428765ec7023c6
42,P,2,Q,P,0,11,e7cb0773ba69cd412bec70db609e56b35902408a1f2de8f4708dd80ebb215e88
43,P,2,Q,P,1,12,7ef29c9eabb16535f83572d15b92a69624bd9fe528acd6ac094d97f672592d4e
44,P,2,Q,P,0,12,8ddfda90501e75f4503addb6446f6831fec53654def564ed50f7c7905696b062
45,P,2,Q,P,1,13,f48f28f628c31cec00edade52b34d055abc68e6ae6511bd48915056fad8f6f6b
46,P,2,Q,P,0,13,d8f94e89016970105060b3dc740818fa6f7bccfb9623c7c7db9fb638573bd78b
47,P,2,Q,P,0,13,1548b5e9ae30c9a95130654c279f85528707df479e2872953f4941a4dc041207
48,P,2,Q,P,0,13,7d438e78cb6dfd3e88fa51238efd0b8e9b6ed9e96f14609354f42780f32022e7
49,P,2,Q,P,0,13,d54101417d9bd6cf7f4d5270c459d1ecaeb8ab73204a0e9eeac5bfcca73a0f8e
50,P,2,Q,P,1,14,0bc2f80da98571499dc735638c304b9a9a79e336406d74d1d7e35108a19c1d54
51,P,2,Q,P,1,15,9cbb0bbcd55c4b535342da6976639372da527042c2f876813c41c79857994323
52,P,2,Q,P,1,16,d409e7eceb2073a0d40ff4841352cbb8f288853f70e1a35f3f515394200ce5d8
53,P,2,Q,P,1,17,6c47735dae05bdc640669e1d65a3cf4194a0faecbfd7706be88d3cdbb46cbcb0
54,P,2,Q,P,1,18,40680fa8c31d79806e58d43cfe6f5d0be72cd07e2aefccff196eab768ebc7786
55,P,2,Q,P,1,19,86f46601283974ad5b2d1dd27d6f37dfc4d31c121a9dfcb5420506b49878c614
56,P,2,Q,P,1,20,543e57f3f90b70b9615db13b806af21054d7330b7adfe4e89a716ea1d39c2b27
