participant_id,trial_index,ground_truth,nll,prob_step_1
73,1,40,2.125,0.11962890625
73,2,70,1.765625,0.1708984375
73,3,50,1.375,0.251953125
73,4,50,1.7421875,0.1748046875
73,5,60,2.234375,0.10693359375
73,6,80,2.953125,0.05224609375
73,7,60,1.390625,0.2490234375
73,8,70,1.984375,0.1376953125
73,9,90,3.796875,0.0224609375
73,10,40,2.1875,0.1123046875
73,11,70,1.8828125,0.15234375
73,12,60,1.9296875,0.1455078125
73,13,50,1.7734375,0.169921875
73,14,70,1.7890625,0.1669921875
73,15,80,3.03125,0.04833984375
73,16,80,1.8828125,0.15234375
73,17,50,1.75,0.173828125
73,18,60,1.578125,0.2060546875
73,19,60,1.7421875,0.1748046875
73,20,70,1.4140625,0.2431640625
73,21,80,1.8671875,0.154296875
73,22,60,1.5390625,0.21484375
73,23,50,1.515625,0.2197265625
73,24,60,1.8359375,0.1591796875
73,25,80,2.5625,0.0771484375
73,26,50,1.6328125,0.1953125
73,27,50,1.0625,0.345703125
73,28,70,1.2109375,0.298828125
73,29,60,1.03125,0.357421875
73,30,70,1.8828125,0.15234375
73,31,70,1.2578125,0.28515625
73,32,60,1.6640625,0.189453125
73,33,70,1.3515625,0.259765625
73,34,70,0.99609375,0.369140625
73,35,50,0.5546875,0.57421875
73,36,60,1.5703125,0.2080078125
73,37,40,3.765625,0.023193359375
73,38,70,1.1640625,0.3125
73,39,70,0.95703125,0.384765625
73,40,50,1.015625,0.361328125
73,41,60,0.43359375,0.6484375
73,42,50,2.421875,0.0888671875
73,43,50,1.875,0.1533203125
73,44,60,1.5859375,0.205078125
73,45,70,1.1953125,0.302734375
73,46,60,2.15625,0.11572265625
73,47,70,0.5859375,0.5546875
73,48,60,1.6484375,0.1923828125
73,49,60,1.6171875,0.1982421875
73,50,60,1.5546875,0.2109375
73,51,60,1.796875,0.166015625
73,52,60,0.2890625,0.75
73,53,60,0.9296875,0.39453125
73,54,80,4.15625,0.015625
73,55,70,1.375,0.251953125
73,56,80,2.609375,0.07373046875
73,57,80,1.984375,0.1376953125
73,58,80,4.09375,0.0167236328125
73,59,70,1.4765625,0.228515625
73,60,70,1.1015625,0.33203125
73,61,70,0.88671875,0.412109375
73,62,50,3.203125,0.04052734375
73,63,70,1.1953125,0.302734375
73,64,80,1.5546875,0.2109375
73,65,80,1.546875,0.212890625
73,66,60,1.8203125,0.162109375
73,67,60,1.4609375,0.232421875
73,68,50,2.53125,0.07958984375
73,69,80,1.671875,0.1875
73,70,70,0.640625,0.52734375
73,71,60,1.09375,0.333984375
73,72,70,1.4375,0.2373046875
73,73,50,2.109375,0.12109375
73,74,60,1.203125,0.30078125
73,75,70,2.515625,0.0810546875
73,76,50,1.921875,0.146484375
73,77,60,1.4296875,0.2392578125
73,78,60,1.21875,0.294921875
73,79,70,1.1953125,0.302734375
73,80,60,1.0390625,0.353515625
73,81,70,1.328125,0.265625
73,82,80,2.453125,0.0859375
73,83,60,1.3125,0.26953125
73,84,70,1.0703125,0.34375
73,85,60,0.98046875,0.375
73,86,70,1.109375,0.330078125
73,87,70,1.0703125,0.34375
73,88,60,1.265625,0.28125
73,89,80,2.75,0.06396484375
73,90,60,0.9921875,0.37109375
73,91,50,2.34375,0.09619140625
73,92,20,6.90625,0.00099945068359375
73,93,60,1.453125,0.2333984375
73,94,60,0.8046875,0.447265625
73,95,40,2.921875,0.0537109375
73,96,60,1.46875,0.23046875
73,97,70,1.03125,0.357421875
73,98,40,3.90625,0.0201416015625
73,99,50,1.578125,0.2060546875
73,100,60,0.8828125,0.4140625
73,101,70,1.46875,0.23046875
73,102,80,3.046875,0.047607421875
73,103,50,1.4609375,0.232421875
73,104,70,1.3046875,0.271484375
73,105,60,1.0625,0.345703125
73,106,70,1.390625,0.2490234375
73,107,50,2.296875,0.1005859375
73,108,50,1.5234375,0.2177734375
73,109,60,1.171875,0.310546875
73,110,60,1.3125,0.26953125
73,111,30,4.0625,0.0172119140625
73,112,40,2.3125,0.09912109375
73,113,90,6.03125,0.0023956298828125
73,114,40,2.53125,0.07958984375
73,115,70,1.8671875,0.154296875
73,116,50,2.28125,0.10205078125
73,117,70,1.671875,0.1875
73,118,70,1.59375,0.203125
73,119,70,1.359375,0.255859375
73,120,80,2.4375,0.08740234375
73,121,70,1.234375,0.291015625
73,122,70,1.25,0.287109375
73,123,60,1.4609375,0.232421875
73,124,70,1.0625,0.345703125
73,125,80,1.65625,0.1904296875
73,126,80,1.78125,0.16796875
73,127,70,0.9375,0.392578125
73,128,50,2.640625,0.0712890625
73,129,60,1.53125,0.2158203125
73,130,60,1.53125,0.2158203125
73,131,60,1.125,0.32421875
73,132,60,1.2578125,0.28515625
73,133,60,1.109375,0.330078125
73,134,70,1.1328125,0.322265625
73,135,60,1.328125,0.265625
73,136,60,0.96875,0.37890625
73,137,50,2.21875,0.10888671875
73,138,60,1.6171875,0.1982421875
