participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
96,1,20,1,start,0.22265625,"[('20', 0.22265625), ('30', 0.22265625), ('50', 0.1357421875), ('10', 0.11962890625), ('40', 0.11962890625), ('60', 0.072265625), ('70', 0.0498046875), ('90', 0.0341796875), ('80', 0.026611328125)]"
96,2,20,1,start,0.173828125,"[('30', 0.22265625), ('20', 0.173828125), ('40', 0.1357421875), ('50', 0.1357421875), ('60', 0.10546875), ('70', 0.10546875), ('80', 0.0498046875), ('10', 0.038818359375), ('90', 0.0301513671875)]"
96,3,20,1,start,0.2890625,"[('20', 0.2890625), ('30', 0.224609375), ('40', 0.13671875), ('50', 0.10693359375), ('10', 0.06494140625), ('60', 0.06494140625), ('70', 0.06494140625), ('80', 0.0306396484375), ('90', 0.0185546875)]"
96,4,10,1,start,0.12109375,"[('20', 0.54296875), ('10', 0.12109375), ('30', 0.12109375), ('40', 0.057373046875), ('50', 0.057373046875), ('60', 0.03466796875), ('70', 0.03466796875), ('80', 0.01611328125), ('90', 0.01611328125)]"
96,5,90,1,start,0.01385498046875,"[('20', 0.27734375), ('30', 0.16796875), ('10', 0.130859375), ('70', 0.130859375), ('50', 0.10205078125), ('40', 0.07958984375), ('60', 0.06201171875), ('80', 0.03759765625), ('90', 0.01385498046875)]"
96,6,70,1,start,0.0927734375,"[('50', 0.328125), ('40', 0.11962890625), ('70', 0.0927734375), ('90', 0.0927734375), ('10', 0.072265625), ('20', 0.072265625), ('30', 0.072265625), ('60', 0.072265625), ('80', 0.072265625)]"
96,7,40,1,start,0.10546875,"[('70', 0.22265625), ('50', 0.173828125), ('60', 0.173828125), ('30', 0.10546875), ('40', 0.10546875), ('80', 0.10546875), ('20', 0.06396484375), ('90', 0.038818359375), ('10', 0.0142822265625)]"
96,8,40,1,start,0.1904296875,"[('30', 0.314453125), ('40', 0.1904296875), ('20', 0.1484375), ('50', 0.11572265625), ('60', 0.09033203125), ('70', 0.0703125), ('80', 0.033203125), ('10', 0.0201416015625), ('90', 0.015625)]"
96,9,90,1,start,0.0172119140625,"[('30', 0.34765625), ('40', 0.2109375), ('20', 0.126953125), ('50', 0.09912109375), ('60', 0.0771484375), ('70', 0.06005859375), ('10', 0.0283203125), ('80', 0.0283203125), ('90', 0.0172119140625)]"
96,10,20,1,start,0.0859375,"[('70', 0.181640625), ('50', 0.1416015625), ('60', 0.1416015625), ('30', 0.1103515625), ('40', 0.1103515625), ('80', 0.1103515625), ('20', 0.0859375), ('90', 0.0859375), ('10', 0.03173828125)]"
96,11,70,1,start,0.09619140625,"[('50', 0.263671875), ('40', 0.1591796875), ('20', 0.123046875), ('30', 0.123046875), ('60', 0.123046875), ('70', 0.09619140625), ('80', 0.05810546875), ('90', 0.035400390625), ('10', 0.0167236328125)]"
96,12,50,1,start,0.203125,"[('50', 0.203125), ('60', 0.203125), ('70', 0.203125), ('40', 0.09619140625), ('80', 0.09619140625), ('30', 0.07470703125), ('90', 0.07470703125), ('20', 0.035400390625), ('10', 0.0167236328125)]"
96,13,40,1,start,0.158203125,"[('50', 0.203125), ('60', 0.203125), ('40', 0.158203125), ('70', 0.158203125), ('30', 0.123046875), ('80', 0.07470703125), ('20', 0.04541015625), ('90', 0.0274658203125), ('10', 0.00787353515625)]"
96,14,30,1,start,0.158203125,"[('40', 0.203125), ('30', 0.158203125), ('90', 0.158203125), ('70', 0.123046875), ('60', 0.09619140625), ('20', 0.07470703125), ('50', 0.07470703125), ('80', 0.07470703125), ('10', 0.035400390625)]"
96,15,80,1,start,0.09423828125,"[('20', 0.2001953125), ('30', 0.15625), ('70', 0.15625), ('40', 0.09423828125), ('80', 0.09423828125), ('90', 0.09423828125), ('50', 0.07373046875), ('60', 0.07373046875), ('10', 0.057373046875)]"
96,16,70,1,start,0.181640625,"[('40', 0.2333984375), ('70', 0.181640625), ('60', 0.1416015625), ('80', 0.1416015625), ('30', 0.1103515625), ('50', 0.0859375), ('20', 0.06689453125), ('90', 0.03173828125), ('10', 0.005401611328125)]"
