participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
110,1,80,1,start,0.06396484375,"[('50', 0.251953125), ('60', 0.173828125), ('40', 0.1533203125), ('30', 0.11962890625), ('70', 0.11962890625), ('80', 0.06396484375), ('20', 0.056396484375), ('90', 0.038818359375), ('10', 0.018310546875)]"
110,2,40,1,start,0.1865234375,"[('50', 0.306640625), ('40', 0.1865234375), ('60', 0.1123046875), ('30', 0.08740234375), ('70', 0.08740234375), ('80', 0.06787109375), ('20', 0.052978515625), ('90', 0.052978515625), ('10', 0.041259765625)]"
110,3,30,1,start,0.177734375,"[('20', 0.228515625), ('30', 0.177734375), ('10', 0.138671875), ('40', 0.10693359375), ('50', 0.10693359375), ('60', 0.08349609375), ('70', 0.06494140625), ('90', 0.050537109375), ('80', 0.039306640625)]"
110,4,60,1,start,0.1845703125,"[('60', 0.1845703125), ('70', 0.1845703125), ('40', 0.14453125), ('30', 0.1123046875), ('50', 0.1123046875), ('80', 0.1123046875), ('20', 0.06787109375), ('10', 0.041259765625), ('90', 0.041259765625)]"
110,5,70,1,start,0.1630859375,"[('50', 0.1630859375), ('70', 0.1630859375), ('80', 0.1630859375), ('40', 0.126953125), ('60', 0.126953125), ('30', 0.09912109375), ('90', 0.0771484375), ('20', 0.06005859375), ('10', 0.0172119140625)]"
110,6,30,1,start,0.09423828125,"[('60', 0.255859375), ('50', 0.2001953125), ('70', 0.2001953125), ('40', 0.12109375), ('30', 0.09423828125), ('80', 0.07373046875), ('20', 0.03466796875), ('90', 0.01611328125), ('10', 0.004638671875)]"
110,7,70,1,start,0.28515625,"[('60', 0.28515625), ('70', 0.28515625), ('50', 0.10400390625), ('80', 0.10400390625), ('30', 0.0810546875), ('40', 0.0810546875), ('20', 0.0380859375), ('90', 0.0142822265625), ('10', 0.0086669921875)]"
110,8,60,1,start,0.2333984375,"[('60', 0.2333984375), ('70', 0.2333984375), ('40', 0.1416015625), ('50', 0.1416015625), ('30', 0.1103515625), ('80', 0.0859375), ('20', 0.04052734375), ('90', 0.011474609375), ('10', 0.0025634765625)]"
110,9,60,1,start,0.23046875,"[('30', 0.23046875), ('60', 0.23046875), ('40', 0.1796875), ('50', 0.1396484375), ('70', 0.1396484375), ('20', 0.05126953125), ('80', 0.0242919921875), ('90', 0.00421142578125), ('10', 0.0032806396484375)]"
110,10,40,1,start,0.0888671875,"[('70', 0.310546875), ('60', 0.2412109375), ('30', 0.1875), ('40', 0.0888671875), ('20', 0.0537109375), ('50', 0.0537109375), ('80', 0.0537109375), ('90', 0.00738525390625), ('10', 0.0034942626953125)]"
110,11,40,1,start,0.23046875,"[('40', 0.23046875), ('30', 0.1796875), ('60', 0.1796875), ('70', 0.1796875), ('50', 0.10888671875), ('20', 0.06591796875), ('80', 0.05126953125), ('90', 0.00421142578125), ('10', 0.0032806396484375)]"
110,12,50,1,start,0.173828125,"[('60', 0.287109375), ('70', 0.287109375), ('50', 0.173828125), ('40', 0.10546875), ('30', 0.08203125), ('80', 0.038818359375), ('20', 0.018310546875), ('90', 0.0031890869140625), ('10', 0.00193023681640625)]"
110,13,50,1,start,0.09619140625,"[('30', 0.203125), ('40', 0.203125), ('60', 0.158203125), ('70', 0.158203125), ('50', 0.09619140625), ('80', 0.09619140625), ('20', 0.07470703125), ('90', 0.0101318359375), ('10', 0.00372314453125)]"
110,14,30,1,start,0.263671875,"[('30', 0.263671875), ('20', 0.205078125), ('40', 0.205078125), ('50', 0.123046875), ('60', 0.07470703125), ('70', 0.05810546875), ('10', 0.035400390625), ('80', 0.0274658203125), ('90', 0.006134033203125)]"
