participant_id,trial_index,ground_truth,nll,prob_step_1
260,1,30,1.8828125,0.15234375
260,2,70,1.828125,0.1611328125
260,3,60,1.96875,0.1396484375
260,4,40,1.7578125,0.1728515625
260,5,40,3.203125,0.04052734375
260,6,60,1.3515625,0.259765625
260,7,30,1.8203125,0.162109375
260,8,50,1.1328125,0.322265625
260,9,40,1.53125,0.2158203125
260,10,10,3.046875,0.047607421875
260,11,60,2.328125,0.09765625
260,12,50,1.2578125,0.28515625
260,13,30,3.25,0.038818359375
260,14,50,1.796875,0.166015625
260,15,10,3.21875,0.0400390625
260,16,60,2.171875,0.11376953125
260,17,40,1.4140625,0.2431640625
260,18,20,1.9375,0.14453125
260,19,40,1.3984375,0.2470703125
260,20,20,3.53125,0.029296875
260,21,40,1.578125,0.2060546875
260,22,30,1.8046875,0.1640625
260,23,70,1.625,0.197265625
260,24,30,0.96484375,0.380859375
260,25,50,0.7421875,0.4765625
260,26,40,2.625,0.072265625
260,27,30,1.859375,0.15625
260,28,70,2.40625,0.09033203125
260,29,50,0.63671875,0.52734375
260,30,50,0.421875,0.65625
260,31,30,2.796875,0.06103515625
260,32,30,2.421875,0.0888671875
260,33,60,1.734375,0.1767578125
260,34,50,0.65234375,0.51953125
260,35,10,2.234375,0.10693359375
260,36,70,2.9375,0.052978515625
260,37,70,0.87890625,0.416015625
260,38,60,2.078125,0.125
260,39,20,3.578125,0.0279541015625
260,40,50,0.7578125,0.46875
260,41,40,1.9921875,0.13671875
260,42,70,2.265625,0.10400390625
260,43,40,0.6796875,0.5078125
260,44,30,1.78125,0.16796875
260,45,50,1.875,0.1533203125
260,46,70,0.80078125,0.44921875
260,47,50,0.330078125,0.71875
260,48,40,2.90625,0.0546875
260,49,50,0.84375,0.4296875
260,50,50,0.1650390625,0.84765625
260,51,40,1.9921875,0.13671875
260,52,60,3.4375,0.0322265625
260,53,60,1.875,0.1533203125
260,54,30,2.078125,0.125
260,55,70,0.4609375,0.62890625
260,56,30,1.109375,0.330078125
260,57,60,1.578125,0.2060546875
260,58,40,1.140625,0.3203125
260,59,70,0.68359375,0.50390625
260,60,50,2.828125,0.05908203125
260,61,60,1.2734375,0.279296875
260,62,60,2.296875,0.1005859375
260,63,30,2.546875,0.078125
260,64,50,0.37890625,0.68359375
260,65,30,2.859375,0.057373046875
260,66,40,1.6640625,0.189453125
260,67,10,0.65625,0.51953125
260,68,30,1.2890625,0.275390625
260,69,30,1.7109375,0.1806640625
260,70,80,5.5625,0.00384521484375
260,71,60,1.640625,0.1943359375
260,72,30,3.125,0.0439453125
260,73,40,2.078125,0.125
260,74,70,0.53515625,0.5859375
260,75,80,2.8125,0.06005859375
260,76,40,1.875,0.1533203125
260,77,50,1.9765625,0.138671875
260,78,50,0.70703125,0.4921875
260,79,40,1.90625,0.1484375
260,80,50,0.07177734375,0.9296875
260,81,70,1.34375,0.26171875
260,82,80,4.21875,0.01470947265625
260,83,40,1.5390625,0.21484375
260,84,50,0.9921875,0.37109375
260,85,60,1.5,0.22265625
260,86,40,0.92578125,0.396484375
260,87,80,2.796875,0.06103515625
260,88,50,0.67578125,0.5078125
260,89,30,1.078125,0.33984375
260,90,30,1.5859375,0.205078125
260,91,90,1.640625,0.1943359375
260,92,40,1.3046875,0.271484375
260,93,20,3.640625,0.0262451171875
260,94,40,0.609375,0.54296875
260,95,50,0.384765625,0.6796875
260,96,40,1.0,0.3671875
260,97,40,1.7421875,0.1748046875
260,98,50,0.6015625,0.546875
260,99,60,2.0625,0.126953125
260,100,30,2.328125,0.09765625
260,101,50,1.3984375,0.2470703125
260,102,70,0.88671875,0.412109375
260,103,50,0.5,0.60546875
260,104,40,1.5546875,0.2109375
260,105,90,3.328125,0.035888671875
260,106,30,2.03125,0.130859375
260,107,40,0.99609375,0.369140625
260,108,20,2.4375,0.08740234375
260,109,50,0.04345703125,0.95703125
260,110,40,2.015625,0.1328125
260,111,50,0.255859375,0.7734375
260,112,90,0.337890625,0.71484375
260,113,70,1.7890625,0.1669921875
260,114,50,0.337890625,0.71484375
260,115,30,1.6171875,0.1982421875
260,116,90,0.12158203125,0.88671875
260,117,50,0.29296875,0.74609375
260,118,70,0.453125,0.63671875
260,119,40,0.57421875,0.5625
260,120,60,2.265625,0.10400390625
260,121,30,1.5859375,0.205078125
260,122,50,3.65625,0.02587890625
260,123,10,1.3828125,0.25
260,124,40,3.09375,0.04541015625
260,125,50,0.8359375,0.43359375
260,126,30,2.109375,0.12109375
