participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
145,1,normal,0.99609375,0.369140625,,
145,2,low,1.3515625,0.259765625,,
145,3,normal,0.126953125,0.87890625,,
145,4,high,2.328125,0.09765625,,
145,5,low,1.34375,0.26171875,,
145,6,high,1.0078125,0.365234375,,
145,7,normal,1.4296875,0.2392578125,,
145,8,normal,1.171875,0.310546875,,
145,9,somewhat low,2.203125,0.1865234375,1.0,0.59375
145,10,somewhat high,1.55078125,0.376953125,1.0,0.5625
145,11,extremely high,4.6171875,0.0185546875,1.0,0.53125
145,12,somewhat high,1.87109375,0.44140625,1.0,0.34765625
145,13,high,2.671875,0.0693359375,,
145,14,normal,1.3203125,0.267578125,,
145,15,high,2.015625,0.1328125,,
145,16,very high,2.373046875,0.11376953125,0.81640625,
145,17,normal,1.34375,0.26171875,,
145,18,low,2.421875,0.0888671875,,
145,19,normal,0.58203125,0.55859375,,
145,20,somewhat high,1.6328125,0.259765625,1.0,0.75390625
145,21,low,1.3203125,0.267578125,,
145,22,high,1.21875,0.294921875,,
145,23,normal,2.9375,0.052978515625,,
145,24,high,1.2890625,0.275390625,,
145,25,normal,1.4453125,0.2353515625,,
145,26,low,1.1953125,0.302734375,,
145,27,somewhat low,2.6328125,0.1357421875,1.0,0.53125
145,28,low,1.609375,0.2001953125,,
145,29,high,2.265625,0.10400390625,,
145,30,normal,2.875,0.056396484375,,
145,31,normal,1.34375,0.26171875,,
145,32,normal,0.25390625,0.77734375,,
145,33,low,3.140625,0.043212890625,,
145,34,high,0.67578125,0.5078125,,
145,35,low,1.796875,0.166015625,,
145,36,low,1.1171875,0.328125,,
145,37,high,2.375,0.0927734375,,
145,38,normal,0.76171875,0.466796875,,
145,39,high,0.57421875,0.5625,,
145,40,high,0.625,0.53515625,,
145,41,somewhat high,2.48046875,0.123046875,1.0,0.6796875
145,42,normal,1.1796875,0.306640625,,
145,43,normal,3.796875,0.0224609375,,
145,44,normal,1.4765625,0.228515625,,
145,45,normal,0.5,0.60546875,,
145,46,extremely low,6.189453125,0.0023345947265625,1.0,0.87890625
