participant_id,trial_index,ground_truth,nll,prob_step_1
70,1,90,3.375,0.0341796875
70,2,60,2.03125,0.130859375
70,3,10,4.21875,0.01470947265625
70,4,70,2.703125,0.06689453125
70,5,50,2.015625,0.1328125
70,6,60,2.25,0.10546875
70,7,90,3.75,0.0235595703125
70,8,70,1.8046875,0.1640625
70,9,90,2.375,0.0927734375
70,10,70,1.875,0.1533203125
70,11,60,1.78125,0.16796875
70,12,90,2.53125,0.07958984375
70,13,60,1.859375,0.15625
70,14,40,2.515625,0.0810546875
70,15,50,2.25,0.10546875
70,16,50,1.671875,0.1875
70,17,60,1.4921875,0.224609375
70,18,50,1.875,0.1533203125
70,19,90,2.03125,0.130859375
70,20,50,1.5,0.22265625
70,21,70,2.015625,0.1328125
70,22,60,1.6328125,0.1953125
70,23,50,1.546875,0.212890625
70,24,60,2.03125,0.130859375
70,25,30,2.578125,0.07568359375
70,26,50,1.734375,0.1767578125
70,27,50,1.6484375,0.1923828125
70,28,50,1.078125,0.33984375
70,29,50,1.2578125,0.28515625
70,30,50,1.0234375,0.359375
70,31,70,2.078125,0.125
70,32,70,1.609375,0.2001953125
70,33,60,2.0625,0.126953125
70,34,60,1.921875,0.146484375
70,35,70,1.90625,0.1484375
70,36,50,1.1484375,0.31640625
70,37,70,1.453125,0.2333984375
70,38,70,1.5625,0.2099609375
70,39,50,1.1015625,0.33203125
70,40,50,0.85546875,0.42578125
70,41,70,1.328125,0.265625
70,42,60,1.71875,0.1796875
70,43,70,1.390625,0.2490234375
70,44,50,0.9453125,0.388671875
70,45,70,1.046875,0.3515625
70,46,50,1.359375,0.255859375
70,47,50,1.1640625,0.3125
70,48,40,3.0,0.0498046875
70,49,50,1.0234375,0.359375
70,50,50,0.984375,0.373046875
70,51,50,0.57421875,0.5625
70,52,60,1.59375,0.203125
70,53,60,2.09375,0.123046875
70,54,50,0.75,0.47265625
70,55,60,1.7890625,0.1669921875
70,56,50,0.62890625,0.53125
70,57,50,0.439453125,0.64453125
70,58,70,1.9609375,0.140625
70,59,50,0.416015625,0.66015625
70,60,50,0.490234375,0.61328125
70,61,50,0.55078125,0.578125
70,62,70,2.890625,0.055419921875
70,63,90,7.09375,0.00083160400390625
70,64,70,1.046875,0.3515625
70,65,50,1.3984375,0.2470703125
70,66,50,0.6328125,0.53125
70,67,50,0.435546875,0.6484375
70,68,50,0.91796875,0.3984375
70,69,60,2.84375,0.05810546875
70,70,50,0.55078125,0.578125
70,71,60,1.96875,0.1396484375
70,72,70,2.34375,0.09619140625
70,73,50,0.67578125,0.5078125
70,74,60,2.0625,0.126953125
70,75,60,0.7421875,0.4765625
70,76,70,2.015625,0.1328125
70,77,60,1.6171875,0.1982421875
70,78,60,1.4765625,0.228515625
70,79,60,1.3515625,0.259765625
70,80,50,1.265625,0.28125
70,81,50,0.86328125,0.421875
70,82,60,1.703125,0.181640625
70,83,60,1.3515625,0.259765625
70,84,60,0.953125,0.384765625
70,85,60,0.81640625,0.44140625
70,86,60,0.7890625,0.455078125
70,87,60,0.68359375,0.50390625
70,88,60,0.546875,0.578125
70,89,60,0.40625,0.66796875
70,90,60,0.34375,0.7109375
70,91,60,0.208984375,0.8125
70,92,50,2.03125,0.130859375
70,93,60,0.734375,0.48046875
70,94,60,0.412109375,0.6640625
70,95,50,2.046875,0.12890625
70,96,50,0.71875,0.48828125
70,97,60,0.38671875,0.6796875
70,98,60,0.32421875,0.72265625
70,99,50,1.0390625,0.353515625
70,100,60,0.9140625,0.400390625
70,101,60,0.546875,0.578125
70,102,60,0.5,0.60546875
70,103,50,0.59765625,0.55078125
70,104,60,1.3515625,0.259765625
70,105,60,0.59765625,0.55078125
70,106,50,1.15625,0.314453125
70,107,60,0.60546875,0.546875
70,108,50,1.34375,0.26171875
70,109,50,0.83984375,0.431640625
70,110,50,1.3671875,0.25390625
70,111,60,0.75,0.47265625
70,112,60,0.6015625,0.546875
70,113,60,0.83984375,0.431640625
70,114,60,0.44921875,0.63671875
70,115,50,0.734375,0.48046875
70,116,60,0.388671875,0.6796875
70,117,50,1.0,0.3671875
70,118,60,0.86328125,0.421875
70,119,60,1.0234375,0.359375
70,120,60,0.275390625,0.7578125
70,121,60,0.267578125,0.765625
70,122,70,5.15625,0.005767822265625
70,123,60,0.498046875,0.609375
70,124,60,0.3515625,0.703125
70,125,60,0.380859375,0.68359375
70,126,60,0.80859375,0.4453125
70,127,60,0.48828125,0.61328125
70,128,50,1.5703125,0.2080078125
70,129,50,0.8828125,0.4140625
70,130,70,3.546875,0.02880859375
70,131,50,1.6796875,0.1865234375
70,132,70,2.4375,0.08740234375
70,133,60,0.578125,0.5625
70,134,50,1.8359375,0.1591796875
70,135,50,1.1953125,0.302734375
70,136,60,1.1953125,0.302734375
70,137,60,0.92578125,0.396484375
70,138,70,1.9765625,0.138671875
