participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
43,1,low,1,start,0.22265625,"[('very', 0.251953125), ('som', 0.22265625), ('low', 0.22265625), ('normal', 0.1357421875), ('ext', 0.10546875), ('high', 0.056396484375)]"
43,2,normal,1,start,0.2890625,"[('normal', 0.2890625), ('som', 0.224609375), ('low', 0.1982421875), ('high', 0.154296875), ('very', 0.10546875), ('ext', 0.0301513671875)]"
43,3,somewhat high,1,start,0.26171875,"[('som', 0.26171875), ('high', 0.26171875), ('normal', 0.158203125), ('low', 0.158203125), ('very', 0.1396484375), ('ext', 0.0189208984375)]"
43,3,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
43,3,somewhat high,3,"['som', 'ewhat']",0.5625,"[('Ġhigh', 0.5625), ('Ġlow', 0.439453125)]"
43,4,normal,1,start,0.0927734375,"[('som', 0.28515625), ('low', 0.2216796875), ('high', 0.1953125), ('very', 0.1728515625), ('normal', 0.0927734375), ('ext', 0.0341796875)]"
43,5,somewhat high,1,start,0.22265625,"[('normal', 0.287109375), ('som', 0.22265625), ('low', 0.1533203125), ('high', 0.1533203125), ('very', 0.1357421875), ('ext', 0.0498046875)]"
43,5,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
43,5,somewhat high,3,"['som', 'ewhat']",0.5,"[('Ġhigh', 0.5), ('Ġlow', 0.5)]"
43,6,high,1,start,0.10400390625,"[('normal', 0.52734375), ('som', 0.1943359375), ('high', 0.10400390625), ('low', 0.0712890625), ('very', 0.06298828125), ('ext', 0.0380859375)]"
43,7,normal,1,start,0.392578125,"[('normal', 0.392578125), ('som', 0.3046875), ('low', 0.09912109375), ('high', 0.09912109375), ('very', 0.0771484375), ('ext', 0.0250244140625)]"
43,8,normal,1,start,0.2734375,"[('som', 0.3515625), ('normal', 0.2734375), ('low', 0.212890625), ('high', 0.078125), ('very', 0.0693359375), ('ext', 0.0172119140625)]"
43,9,somewhat high,1,start,0.361328125,"[('som', 0.361328125), ('normal', 0.2197265625), ('low', 0.2197265625), ('very', 0.091796875), ('high', 0.0712890625), ('ext', 0.03369140625)]"
43,9,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
43,9,somewhat high,3,"['som', 'ewhat']",0.34765625,"[('Ġlow', 0.65234375), ('Ġhigh', 0.34765625)]"
43,10,somewhat low,1,start,0.337890625,"[('normal', 0.337890625), ('som', 0.337890625), ('high', 0.123046875), ('low', 0.09619140625), ('very', 0.08447265625), ('ext', 0.0213623046875)]"
43,10,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
43,10,somewhat low,3,"['som', 'ewhat']",0.37890625,"[('Ġhigh', 0.62109375), ('Ġlow', 0.37890625)]"
43,11,somewhat low,1,start,0.337890625,"[('normal', 0.55859375), ('som', 0.337890625), ('low', 0.04052734375), ('high', 0.04052734375), ('very', 0.0191650390625), ('ext', 0.00372314453125)]"
43,11,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
43,11,somewhat low,3,"['som', 'ewhat']",0.59375,"[('Ġlow', 0.59375), ('Ġhigh', 0.40625)]"
43,12,normal,1,start,0.76953125,"[('normal', 0.76953125), ('som', 0.091796875), ('high', 0.06298828125), ('very', 0.02978515625), ('low', 0.0262451171875), ('ext', 0.018310546875)]"
43,13,somewhat high,1,start,0.455078125,"[('normal', 0.455078125), ('som', 0.455078125), ('high', 0.03759765625), ('low', 0.033203125), ('very', 0.015625), ('ext', 0.0021209716796875)]"
43,13,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
43,13,somewhat high,3,"['som', 'ewhat']",0.46875,"[('Ġlow', 0.53125), ('Ġhigh', 0.46875)]"
