participant_id,trial_index,ground_truth,step,prefix,gt_prob,distribution
127,1,normal,1,start,0.33984375,"[('normal', 0.33984375), ('som', 0.33984375), ('low', 0.181640625), ('high', 0.07568359375), ('very', 0.05224609375), ('ext', 0.011474609375)]"
127,2,very high,1,start,0.16796875,"[('som', 0.314453125), ('high', 0.2158203125), ('very', 0.16796875), ('low', 0.1484375), ('normal', 0.130859375), ('ext', 0.0228271484375)]"
127,2,very high,2,['very'],0.59375,"[('Ġhigh', 0.59375), ('Ġlow', 0.40625)]"
127,3,very low,1,start,0.361328125,"[('very', 0.361328125), ('high', 0.2197265625), ('som', 0.1513671875), ('ext', 0.11767578125), ('normal', 0.10400390625), ('low', 0.043212890625)]"
127,3,very low,2,['very'],0.11962890625,"[('Ġhigh', 0.87890625), ('Ġlow', 0.11962890625)]"
127,4,very high,1,start,0.302734375,"[('very', 0.302734375), ('ext', 0.2353515625), ('normal', 0.162109375), ('high', 0.125), ('som', 0.09765625), ('low', 0.07568359375)]"
127,4,very high,2,['very'],0.59375,"[('Ġhigh', 0.59375), ('Ġlow', 0.40625)]"
127,5,very high,1,start,0.333984375,"[('very', 0.333984375), ('som', 0.1796875), ('low', 0.158203125), ('ext', 0.123046875), ('high', 0.10888671875), ('normal', 0.09619140625)]"
127,5,very high,2,['very'],0.3203125,"[('Ġlow', 0.6796875), ('Ġhigh', 0.3203125)]"
127,6,somewhat low,1,start,0.2431640625,"[('normal', 0.353515625), ('som', 0.2431640625), ('low', 0.1669921875), ('very', 0.11572265625), ('high', 0.10205078125), ('ext', 0.0177001953125)]"
127,6,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,6,somewhat low,3,"['som', 'ewhat']",0.53125,"[('Ġlow', 0.53125), ('Ġhigh', 0.46875)]"
127,7,normal,1,start,0.11572265625,"[('very', 0.314453125), ('som', 0.2158203125), ('ext', 0.1904296875), ('low', 0.130859375), ('normal', 0.11572265625), ('high', 0.033203125)]"
127,8,somewhat low,1,start,0.271484375,"[('normal', 0.271484375), ('som', 0.271484375), ('very', 0.1865234375), ('low', 0.1455078125), ('high', 0.09912109375), ('ext', 0.0283203125)]"
127,8,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,8,somewhat low,3,"['som', 'ewhat']",0.5,"[('Ġhigh', 0.5), ('Ġlow', 0.5)]"
127,9,somewhat high,1,start,0.33203125,"[('som', 0.33203125), ('very', 0.259765625), ('high', 0.201171875), ('normal', 0.10693359375), ('low', 0.06494140625), ('ext', 0.03466796875)]"
127,9,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
127,9,somewhat high,3,"['som', 'ewhat']",0.70703125,"[('Ġhigh', 0.70703125), ('Ġlow', 0.29296875)]"
127,10,low,1,start,0.10546875,"[('som', 0.416015625), ('normal', 0.197265625), ('very', 0.173828125), ('low', 0.10546875), ('high', 0.08203125), ('ext', 0.0235595703125)]"
127,11,somewhat high,1,start,0.4296875,"[('som', 0.4296875), ('normal', 0.333984375), ('high', 0.09619140625), ('very', 0.07470703125), ('low', 0.05810546875), ('ext', 0.004791259765625)]"
127,11,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
127,11,somewhat high,3,"['som', 'ewhat']",0.65234375,"[('Ġhigh', 0.65234375), ('Ġlow', 0.34765625)]"
127,12,low,1,start,0.11767578125,"[('normal', 0.3203125), ('som', 0.2490234375), ('very', 0.1708984375), ('low', 0.11767578125), ('high', 0.091796875), ('ext', 0.049072265625)]"
127,13,very high,1,start,0.458984375,"[('very', 0.458984375), ('ext', 0.2177734375), ('som', 0.10205078125), ('high', 0.10205078125), ('normal', 0.09033203125), ('low', 0.02587890625)]"
127,13,very high,2,['very'],0.94140625,"[('Ġhigh', 0.94140625), ('Ġlow', 0.06005859375)]"
127,14,low,1,start,0.1484375,"[('very', 0.357421875), ('som', 0.27734375), ('low', 0.1484375), ('high', 0.11572265625), ('ext', 0.06201171875), ('normal', 0.03759765625)]"
127,15,low,1,start,0.2470703125,"[('som', 0.40625), ('low', 0.2470703125), ('very', 0.130859375), ('high', 0.130859375), ('normal', 0.07958984375), ('ext', 0.004486083984375)]"
127,16,normal,1,start,0.1640625,"[('som', 0.57421875), ('normal', 0.1640625), ('low', 0.1005859375), ('high', 0.1005859375), ('very', 0.06103515625), ('ext', 0.0010986328125)]"
127,17,normal,1,start,0.353515625,"[('normal', 0.353515625), ('som', 0.353515625), ('high', 0.130859375), ('very', 0.11572265625), ('low', 0.03759765625), ('ext', 0.00653076171875)]"
127,18,high,1,start,0.1845703125,"[('som', 0.392578125), ('normal', 0.1845703125), ('very', 0.1845703125), ('high', 0.1845703125), ('low', 0.041259765625), ('ext', 0.0118408203125)]"
127,19,very low,1,start,0.06591796875,"[('som', 0.4296875), ('low', 0.333984375), ('normal', 0.08447265625), ('high', 0.08447265625), ('very', 0.06591796875), ('ext', 0.00154876708984375)]"
127,19,very low,2,['very'],0.796875,"[('Ġlow', 0.796875), ('Ġhigh', 0.201171875)]"
127,20,somewhat low,1,start,0.1484375,"[('very', 0.5859375), ('som', 0.1484375), ('low', 0.1484375), ('ext', 0.0546875), ('high', 0.03759765625), ('normal', 0.0228271484375)]"
127,20,somewhat low,2,['som'],1.0,"[('ewhat', 1.0)]"
127,20,somewhat low,3,"['som', 'ewhat']",0.81640625,"[('Ġlow', 0.81640625), ('Ġhigh', 0.181640625)]"
127,21,normal,1,start,0.2080078125,"[('som', 0.34375), ('normal', 0.2080078125), ('low', 0.2080078125), ('very', 0.162109375), ('high', 0.06689453125), ('ext', 0.01519775390625)]"
127,22,extremely high,1,start,0.025390625,"[('normal', 0.2412109375), ('som', 0.2412109375), ('high', 0.2412109375), ('very', 0.1875), ('low', 0.06103515625), ('ext', 0.025390625)]"
127,22,extremely high,2,['ext'],1.0,"[('remely', 1.0)]"
127,22,extremely high,3,"['ext', 'remely']",0.53125,"[('Ġhigh', 0.53125), ('Ġlow', 0.46875)]"
127,23,normal,1,start,0.08203125,"[('ext', 0.46875), ('very', 0.2216796875), ('som', 0.15234375), ('normal', 0.08203125), ('high', 0.06396484375), ('low', 0.0125732421875)]"
127,24,very low,1,start,0.1572265625,"[('som', 0.29296875), ('high', 0.228515625), ('normal', 0.1572265625), ('very', 0.1572265625), ('low', 0.123046875), ('ext', 0.0400390625)]"
127,24,very low,2,['very'],0.40625,"[('Ġhigh', 0.59375), ('Ġlow', 0.40625)]"
127,25,high,1,start,0.345703125,"[('very', 0.345703125), ('high', 0.345703125), ('som', 0.1630859375), ('normal', 0.06005859375), ('ext', 0.052978515625), ('low', 0.0322265625)]"
127,26,somewhat high,1,start,0.271484375,"[('som', 0.271484375), ('low', 0.271484375), ('very', 0.2109375), ('high', 0.1640625), ('normal', 0.052978515625), ('ext', 0.0283203125)]"
127,26,somewhat high,2,['som'],1.0,"[('ewhat', 1.0)]"
127,26,somewhat high,3,"['som', 'ewhat']",0.46875,"[('Ġlow', 0.53125), ('Ġhigh', 0.46875)]"
127,27,low,1,start,0.2470703125,"[('som', 0.5234375), ('low', 0.2470703125), ('very', 0.11767578125), ('normal', 0.06298828125), ('high', 0.043212890625), ('ext', 0.00653076171875)]"
127,28,normal,1,start,0.640625,"[('normal', 0.640625), ('som', 0.2353515625), ('high', 0.07568359375), ('low', 0.0279541015625), ('very', 0.0191650390625), ('ext', 0.00141143798828125)]"
127,29,high,1,start,0.0810546875,"[('ext', 0.462890625), ('very', 0.361328125), ('high', 0.0810546875), ('normal', 0.043212890625), ('som', 0.043212890625), ('low', 0.00836181640625)]"
127,30,normal,1,start,0.74609375,"[('normal', 0.74609375), ('som', 0.12890625), ('high', 0.078125), ('low', 0.02880859375), ('very', 0.01385498046875), ('ext', 0.00099945068359375)]"
127,31,very high,1,start,0.1708984375,"[('high', 0.59375), ('very', 0.1708984375), ('som', 0.10400390625), ('normal', 0.0810546875), ('low', 0.02978515625), ('ext', 0.0203857421875)]"
127,31,very high,2,['very'],0.92578125,"[('Ġhigh', 0.92578125), ('Ġlow', 0.07568359375)]"
127,32,low,1,start,0.458984375,"[('low', 0.458984375), ('som', 0.279296875), ('very', 0.130859375), ('high', 0.0703125), ('normal', 0.04833984375), ('ext', 0.0107421875)]"
