participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
275,1,normal,1.46875,0.23046875,,
275,2,somewhat low,1.392578125,0.380859375,1.0,0.65234375
275,3,low,2.0625,0.126953125,,
275,4,normal,0.2578125,0.7734375,,
275,5,somewhat low,1.53125,0.40625,1.0,0.53125
275,6,high,1.75,0.173828125,,
275,7,somewhat high,1.171875,0.439453125,1.0,0.70703125
275,8,somewhat low,1.3896484375,0.3125,1.0,0.796875
275,9,normal,1.9609375,0.140625,,
275,10,normal,1.828125,0.1611328125,,
275,11,somewhat high,1.58203125,0.439453125,1.0,0.46875
275,12,somewhat high,2.044921875,0.158203125,1.0,0.81640625
275,13,somewhat low,1.27734375,0.470703125,1.0,0.59375
275,14,high,1.609375,0.2001953125,,
275,15,normal,1.1171875,0.328125,,
275,16,normal,0.9453125,0.388671875,,
275,17,somewhat high,1.77734375,0.416015625,1.0,0.40625
275,18,somewhat low,1.07421875,0.578125,1.0,0.59375
275,19,normal,1.4921875,0.224609375,,
275,20,low,1.9375,0.14453125,,
275,21,normal,1.828125,0.1611328125,,
275,22,normal,0.953125,0.384765625,,
275,23,high,1.359375,0.255859375,,
275,24,somewhat high,1.44140625,0.27734375,1.0,0.8515625
275,25,normal,0.328125,0.71875,,
275,26,high,3.03125,0.04833984375,,
275,27,somewhat low,2.8828125,0.306640625,1.0,0.181640625
275,28,somewhat high,1.66015625,0.337890625,1.0,0.5625
275,29,somewhat low,1.337890625,0.421875,1.0,0.62109375
275,30,normal,1.5,0.22265625,,
275,31,normal,0.828125,0.4375,,
275,32,somewhat high,1.859375,0.48828125,1.0,0.3203125
275,33,extremely low,5.0234375,0.224609375,1.0,0.029296875
275,34,somewhat high,1.77734375,0.416015625,1.0,0.40625
275,35,somewhat low,1.62890625,0.51953125,1.0,0.37890625
275,36,normal,0.451171875,0.63671875,,
275,37,somewhat low,1.46484375,0.609375,1.0,0.37890625
275,38,normal,0.33203125,0.71875,,
275,39,normal,2.203125,0.1103515625,,
275,40,somewhat high,1.232421875,0.447265625,1.0,0.65234375
275,41,somewhat high,1.42578125,0.42578125,1.0,0.5625
275,42,low,2.875,0.056396484375,,
275,43,high,2.265625,0.10400390625,,
275,44,normal,0.3046875,0.73828125,,
275,45,normal,0.306640625,0.734375,,
275,46,normal,0.1640625,0.84765625,,
275,47,normal,0.064453125,0.9375,,
275,48,somewhat low,2.0078125,0.330078125,1.0,0.40625
275,49,somewhat low,1.060546875,0.5546875,1.0,0.62109375
275,50,extremely high,3.177734375,0.06689453125,1.0,0.62109375
275,51,somewhat high,0.87109375,0.5,1.0,0.8359375
275,52,somewhat high,1.859375,0.48828125,1.0,0.3203125
