participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
35,1,very low,1.53515625,0.251953125,0.8515625,
35,2,normal,1.375,0.251953125,,
35,3,normal,1.9296875,0.1455078125,,
35,4,normal,1.5390625,0.21484375,,
35,5,somewhat low,2.69140625,0.1357421875,1.0,0.5
35,6,high,2.328125,0.09765625,,
35,7,low,2.578125,0.07568359375,,
35,8,normal,0.92578125,0.396484375,,
35,9,normal,0.9140625,0.400390625,,
35,10,normal,0.92578125,0.396484375,,
35,11,somewhat low,2.70703125,0.1328125,1.0,0.5
35,12,normal,0.2275390625,0.796875,,
35,13,somewhat high,1.7734375,0.38671875,1.0,0.439453125
35,14,normal,1.3671875,0.25390625,,
35,15,somewhat low,2.046875,0.2431640625,1.0,0.53125
35,16,normal,0.76953125,0.462890625,,
35,17,somewhat high,1.65625,0.359375,1.0,0.53125
35,18,high,1.9453125,0.142578125,,
35,19,very high,2.11279296875,0.1357421875,0.89453125,
35,20,high,2.59375,0.07470703125,,
35,21,high,1.3046875,0.271484375,,
35,22,somewhat high,1.8828125,0.181640625,1.0,0.8359375
35,23,extremely high,0.86260986328125,0.42578125,1.0,0.98828125
35,24,somewhat high,2.671875,0.2158203125,1.0,0.3203125
35,25,normal,0.359375,0.69921875,,
35,26,normal,0.408203125,0.6640625,,
35,27,high,4.0625,0.0172119140625,,
35,28,somewhat high,1.3671875,0.5078125,1.0,0.5
35,29,very high,3.048828125,0.0537109375,0.87890625,
35,30,normal,0.609375,0.54296875,,
35,31,normal,0.59765625,0.55078125,,
35,32,somewhat high,2.5546875,0.1904296875,1.0,0.40625
35,33,normal,0.2080078125,0.8125,,
35,34,normal,0.37109375,0.69140625,,
35,35,normal,0.048583984375,0.953125,,
35,36,normal,0.462890625,0.62890625,,
35,37,normal,0.1796875,0.8359375,,
35,38,low,1.484375,0.2265625,,
35,39,normal,0.78515625,0.455078125,,
35,40,normal,0.10986328125,0.89453125,,
35,41,high,0.80078125,0.44921875,,
35,42,very high,1.21417236328125,0.30078125,0.98828125,
35,43,very low,3.9921875,0.06298828125,0.29296875,
35,44,low,4.59375,0.0101318359375,,
35,45,very high,1.34765625,0.271484375,0.95703125,
35,46,very low,6.84375,0.046142578125,0.023193359375,
35,47,low,2.40625,0.09033203125,,
35,48,normal,0.16015625,0.8515625,,
35,49,very low,3.169921875,0.05126953125,0.81640625,
35,50,normal,1.6953125,0.18359375,,
35,51,somewhat high,2.27734375,0.1455078125,1.0,0.70703125
35,52,very high,1.34228515625,0.2890625,0.90625,
35,53,normal,0.1494140625,0.859375,,
35,54,normal,0.408203125,0.6640625,,
35,55,high,2.734375,0.06494140625,,
35,56,normal,0.08154296875,0.921875,,
35,57,normal,0.07373046875,0.9296875,,
35,58,normal,0.02001953125,0.98046875,,
35,59,normal,0.0830078125,0.921875,,
35,60,somewhat high,4.615234375,0.01519775390625,1.0,0.65234375
35,61,somewhat low,2.01953125,0.1875,1.0,0.70703125
35,62,normal,0.48046875,0.6171875,,
35,63,somewhat low,4.640625,0.072265625,1.0,0.1328125
35,64,high,1.09375,0.333984375,,
35,65,very high,0.7958984375,0.4921875,0.9140625,
35,66,somewhat low,1.982421875,0.2216796875,1.0,0.62109375
35,67,very low,3.599609375,0.0439453125,0.62109375,
35,68,extremely high,4.0,0.0250244140625,1.0,0.73046875
35,69,extremely high,1.09375,0.443359375,1.0,0.75390625
35,70,somewhat high,1.4375,0.32421875,1.0,0.73046875
35,71,very low,3.732421875,0.029296875,0.81640625,
35,72,somewhat low,1.84375,0.2158203125,1.0,0.73046875
35,73,low,2.625,0.072265625,,
35,74,low,2.625,0.072265625,,
35,75,somewhat high,1.37451171875,0.271484375,1.0,0.93359375
35,76,somewhat low,2.05078125,0.181640625,1.0,0.70703125
35,77,somewhat low,1.115234375,0.421875,1.0,0.77734375
35,78,normal,2.359375,0.09423828125,,
35,79,somewhat low,1.51171875,0.3125,1.0,0.70703125
35,80,normal,0.67578125,0.5078125,,
35,81,normal,0.056396484375,0.9453125,,
35,82,somewhat high,1.62109375,0.39453125,1.0,0.5
35,83,normal,0.89453125,0.408203125,,
35,84,somewhat low,0.841796875,0.49609375,1.0,0.8671875
35,85,low,2.765625,0.06298828125,,
35,86,somewhat low,1.51171875,0.439453125,1.0,0.5
35,87,normal,4.09375,0.0167236328125,,
35,88,very low,3.703125,0.361328125,0.06787109375,
35,89,extremely low,4.0693359375,0.0213623046875,1.0,0.796875
35,90,low,2.125,0.11962890625,,
35,91,very low,2.453125,0.3203125,0.26953125,
35,92,extremely high,0.6484375,0.61328125,1.0,0.8515625
35,93,high,1.65625,0.1904296875,,
35,94,somewhat low,1.5859375,0.279296875,1.0,0.73046875
35,95,somewhat low,1.021484375,0.408203125,1.0,0.87890625
35,96,low,1.578125,0.2060546875,,
35,97,low,2.046875,0.12890625,,
35,98,normal,3.546875,0.02880859375,,
35,99,normal,0.85546875,0.42578125,,
35,100,normal,1.234375,0.291015625,,
35,101,somewhat high,2.5546875,0.34765625,1.0,0.22265625
35,102,normal,0.59765625,0.55078125,,
35,103,normal,0.306640625,0.734375,,
35,104,normal,0.038818359375,0.9609375,,
35,105,normal,0.37109375,0.69140625,,
35,106,normal,0.33984375,0.7109375,,
35,107,normal,1.546875,0.212890625,,
35,108,low,2.5,0.08203125,,
35,109,normal,0.34375,0.7109375,,
35,110,somewhat high,1.322265625,0.302734375,1.0,0.87890625
35,111,very high,2.01953125,0.2353515625,0.5625,
35,112,somewhat low,1.662109375,0.3046875,1.0,0.62109375
35,113,somewhat low,1.904296875,0.228515625,1.0,0.65234375
35,114,very high,1.328125,0.361328125,0.73046875,
35,115,extremely high,0.28076171875,0.78125,1.0,0.96875
35,116,very high,2.4765625,0.1005859375,0.8359375,
35,117,somewhat low,1.572265625,0.2392578125,1.0,0.8671875
35,118,very low,2.53759765625,0.08740234375,0.90625,
35,119,high,3.015625,0.049072265625,,
35,120,very high,1.806640625,0.2109375,0.77734375,
35,121,high,1.734375,0.1767578125,,
35,122,normal,0.404296875,0.66796875,,
35,123,normal,1.0859375,0.337890625,,
35,124,high,2.125,0.11962890625,,
35,125,normal,0.158203125,0.85546875,,
35,126,normal,0.05615234375,0.9453125,,
35,127,normal,0.01141357421875,0.98828125,,
35,128,normal,0.07568359375,0.92578125,,
35,129,normal,0.1025390625,0.90234375,,
35,130,somewhat low,1.708984375,0.2216796875,1.0,0.81640625
35,131,low,1.71875,0.1796875,,
35,132,normal,0.09521484375,0.91015625,,
35,133,high,1.2421875,0.2890625,,
35,134,very high,0.69482421875,0.55859375,0.89453125,
35,135,very low,1.703125,0.2490234375,0.73046875,
35,136,somewhat high,3.03125,0.328125,1.0,0.1474609375
35,137,very high,0.64794921875,0.5859375,0.89453125,
35,138,extremely high,0.1715087890625,0.859375,1.0,0.98046875
