participant_id,trial_index,ground_truth,nll,prob_step_1
66,1,50,2.0,0.1357421875
66,2,50,1.2265625,0.29296875
66,3,60,1.7734375,0.169921875
66,4,60,1.546875,0.212890625
66,5,50,0.74609375,0.474609375
66,6,50,0.46484375,0.62890625
66,7,40,2.140625,0.11767578125
66,8,50,1.4921875,0.224609375
66,9,40,1.984375,0.1376953125
66,10,30,2.75,0.06396484375
66,11,50,0.65234375,0.51953125
66,12,50,0.287109375,0.75
66,13,50,0.7578125,0.46875
66,14,50,0.59375,0.55078125
66,15,40,1.4375,0.2373046875
66,16,50,0.462890625,0.62890625
66,17,40,2.671875,0.0693359375
66,18,40,3.375,0.0341796875
66,19,60,1.875,0.1533203125
66,20,50,1.03125,0.357421875
66,21,60,2.15625,0.11572265625
66,22,50,1.0703125,0.34375
66,23,70,2.265625,0.10400390625
66,24,30,2.5625,0.0771484375
66,25,60,1.9375,0.14453125
66,26,40,1.75,0.173828125
66,27,50,1.7578125,0.1728515625
66,28,60,1.9921875,0.13671875
66,29,50,0.66796875,0.51171875
66,30,50,0.578125,0.5625
66,31,50,0.65234375,0.51953125
66,32,50,0.67578125,0.5078125
66,33,60,1.8515625,0.1572265625
66,34,60,2.265625,0.10400390625
66,35,60,2.234375,0.10693359375
66,36,70,2.796875,0.06103515625
66,37,40,3.140625,0.043212890625
66,38,60,1.4453125,0.2353515625
66,39,60,1.3359375,0.263671875
66,40,60,1.1328125,0.322265625
66,41,50,1.7265625,0.177734375
66,42,70,1.6640625,0.189453125
66,43,60,0.98046875,0.375
66,44,60,0.7109375,0.490234375
66,45,50,1.9921875,0.13671875
66,46,40,3.21875,0.0400390625
66,47,70,1.6171875,0.1982421875
66,48,50,0.9609375,0.3828125
66,49,50,1.4140625,0.2431640625
66,50,70,2.03125,0.130859375
66,51,60,1.703125,0.181640625
66,52,60,0.81640625,0.44140625
66,53,30,4.25,0.0142822265625
66,54,60,1.2265625,0.29296875
66,55,60,1.203125,0.30078125
66,56,50,1.2109375,0.298828125
66,57,60,1.40625,0.2451171875
66,58,50,0.6875,0.50390625
66,59,40,2.5,0.08203125
66,60,50,1.1015625,0.33203125
66,61,30,2.5625,0.0771484375
66,62,60,0.98828125,0.373046875
66,63,50,0.90625,0.404296875
66,64,60,0.9921875,0.37109375
66,65,60,1.5,0.22265625
66,66,50,1.7265625,0.177734375
66,67,70,2.890625,0.055419921875
66,68,70,1.109375,0.330078125
66,69,70,1.703125,0.181640625
66,70,50,2.125,0.11962890625
66,71,40,2.515625,0.0810546875
66,72,60,1.59375,0.203125
66,73,60,1.515625,0.2197265625
66,74,50,1.171875,0.310546875
66,75,70,2.546875,0.078125
66,76,40,1.8515625,0.1572265625
66,77,50,1.2578125,0.28515625
66,78,50,1.1171875,0.328125
66,79,30,2.84375,0.05810546875
66,80,60,1.4140625,0.2431640625
66,81,70,1.8984375,0.1494140625
66,82,60,1.3125,0.26953125
66,83,60,1.265625,0.28125
66,84,50,1.1796875,0.306640625
66,85,40,1.828125,0.1611328125
66,86,50,1.09375,0.333984375
66,87,40,2.578125,0.07568359375
66,88,70,1.3828125,0.25
66,89,60,1.3984375,0.2470703125
66,90,40,2.0,0.1357421875
66,91,50,1.8515625,0.1572265625
66,92,60,1.640625,0.1943359375
66,93,70,1.46875,0.23046875
66,94,20,5.53125,0.00396728515625
66,95,40,1.703125,0.181640625
66,96,60,1.453125,0.2333984375
66,97,50,1.4765625,0.228515625
66,98,40,2.078125,0.125
66,99,60,1.3125,0.26953125
66,100,30,2.546875,0.078125
66,101,50,1.2109375,0.298828125
66,102,60,1.3046875,0.271484375
66,103,50,1.3203125,0.267578125
66,104,70,1.875,0.1533203125
66,105,50,1.171875,0.310546875
66,106,40,1.71875,0.1796875
66,107,60,1.2265625,0.29296875
66,108,50,1.265625,0.28125
66,109,80,5.5,0.00408935546875
66,110,70,1.5546875,0.2109375
66,111,60,1.3984375,0.2470703125
66,112,30,2.578125,0.07568359375
66,113,50,1.109375,0.330078125
66,114,50,1.5546875,0.2109375
66,115,50,1.8828125,0.15234375
66,116,60,1.703125,0.181640625
66,117,50,1.1953125,0.302734375
66,118,70,2.4375,0.08740234375
66,119,40,2.140625,0.11767578125
66,120,60,1.34375,0.26171875
66,121,40,1.8125,0.1630859375
66,122,60,1.359375,0.255859375
66,123,40,1.640625,0.1943359375
66,124,60,1.5546875,0.2109375
66,125,70,2.203125,0.1103515625
66,126,50,1.0859375,0.337890625
66,127,70,1.34375,0.26171875
66,128,70,1.828125,0.1611328125
66,129,70,1.4296875,0.2392578125
66,130,60,1.140625,0.3203125
66,131,60,1.359375,0.255859375
66,132,50,1.375,0.251953125
66,133,50,1.6171875,0.1982421875
66,134,60,1.3671875,0.25390625
66,135,50,1.6640625,0.189453125
66,136,60,1.5,0.22265625
66,137,50,1.3046875,0.271484375
66,138,70,1.25,0.287109375
