participant_id,trial_index,ground_truth,nll,prob_step_1
106,1,30,2.03125,0.130859375
106,2,20,2.171875,0.11376953125
106,3,50,1.859375,0.15625
106,4,20,1.5,0.22265625
106,5,70,2.6875,0.06787109375
106,6,30,2.734375,0.06494140625
106,7,50,1.984375,0.1376953125
106,8,50,0.578125,0.5625
106,9,30,1.359375,0.255859375
106,10,20,2.078125,0.125
106,11,80,2.640625,0.0712890625
106,12,20,1.4296875,0.2392578125
106,13,40,2.453125,0.0859375
106,14,60,1.4375,0.2373046875
106,15,50,0.052978515625,0.94921875
106,16,50,0.0625,0.9375
106,17,40,1.625,0.197265625
106,18,60,0.7421875,0.4765625
106,19,70,1.1640625,0.3125
106,20,50,0.0179443359375,0.98046875
106,21,50,0.0185546875,0.98046875
106,22,70,0.455078125,0.6328125
106,23,30,0.97265625,0.37890625
106,24,50,0.00506591796875,0.99609375
106,25,60,0.09912109375,0.90625
106,26,30,0.55859375,0.5703125
106,27,40,0.1171875,0.890625
106,28,30,0.25390625,0.77734375
106,29,70,0.73046875,0.482421875
106,30,70,1.1953125,0.302734375
106,31,50,0.002655029296875,0.99609375
106,32,30,0.421875,0.65625
106,33,30,2.4375,0.08740234375
106,34,50,0.0015411376953125,1.0
106,35,50,0.00148773193359375,1.0
106,36,80,0.51953125,0.59375
106,37,70,1.3828125,0.25
106,38,40,2.6875,0.06787109375
106,39,50,0.0018768310546875,1.0
106,40,30,2.25,0.10546875
106,41,60,3.328125,0.035888671875
106,42,30,1.265625,0.28125
106,43,20,0.5625,0.5703125
106,44,70,0.494140625,0.609375
106,45,60,0.2255859375,0.796875
106,46,70,0.357421875,0.69921875
106,47,40,0.55078125,0.578125
106,48,70,2.84375,0.05810546875
106,49,50,0.00274658203125,0.99609375
106,50,60,0.6484375,0.5234375
106,51,20,0.921875,0.3984375
106,52,50,0.0024566650390625,0.99609375
106,53,40,0.10595703125,0.8984375
106,54,60,0.08740234375,0.91796875
106,55,30,0.2470703125,0.78125
106,56,40,2.375,0.0927734375
106,57,50,0.002532958984375,0.99609375
106,58,30,0.310546875,0.734375
106,59,40,0.431640625,0.6484375
106,60,60,0.451171875,0.63671875
106,61,50,0.0016021728515625,1.0
106,62,70,2.640625,0.0712890625
106,63,30,1.3515625,0.259765625
106,64,40,5.0,0.006744384765625
106,65,80,1.0390625,0.353515625
106,66,20,0.28515625,0.75
106,67,70,0.2099609375,0.8125
106,68,70,0.14453125,0.8671875
106,69,50,0.002166748046875,0.99609375
106,70,20,6.34375,0.0017547607421875
106,71,20,0.4375,0.64453125
106,72,50,0.002960205078125,0.99609375
106,73,30,0.3203125,0.7265625
106,74,60,0.443359375,0.640625
106,75,30,0.1494140625,0.859375
106,76,80,0.240234375,0.78515625
106,77,70,0.09326171875,0.91015625
106,78,50,0.0015716552734375,1.0
106,79,50,0.0015869140625,1.0
106,80,60,0.3359375,0.71484375
106,81,40,3.359375,0.03466796875
106,82,40,0.25390625,0.77734375
