participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
4,1,low,1.5,0.22265625,,
4,2,low,1.6171875,0.1982421875,,
4,3,very high,3.0546875,0.1005859375,0.46875,
4,4,normal,2.140625,0.11767578125,,
4,5,normal,1.4765625,0.228515625,,
4,6,low,2.390625,0.091796875,,
4,7,somewhat high,2.38671875,0.18359375,1.0,0.5
4,8,somewhat high,2.16015625,0.23046875,1.0,0.5
4,9,normal,1.3046875,0.271484375,,
4,10,low,2.09375,0.123046875,,
4,11,normal,0.69921875,0.49609375,,
4,12,normal,0.28515625,0.75,,
4,13,normal,0.60546875,0.546875,,
4,14,somewhat high,2.0859375,0.2333984375,1.0,0.53125
4,15,somewhat low,2.109375,0.298828125,1.0,0.40625
4,16,somewhat low,1.427734375,0.3671875,1.0,0.65234375
4,17,high,3.515625,0.02978515625,,
4,18,somewhat high,1.9765625,0.18359375,1.0,0.75390625
4,19,high,1.625,0.197265625,,
4,20,normal,2.109375,0.12109375,,
4,21,normal,1.5703125,0.2080078125,,
4,22,high,1.6171875,0.1982421875,,
4,23,very high,1.038818359375,0.361328125,0.9765625,
4,24,normal,1.46875,0.23046875,,
4,25,somewhat low,2.48828125,0.166015625,1.0,0.5
4,26,high,2.46875,0.08447265625,,
4,27,normal,0.9453125,0.388671875,,
4,28,normal,0.734375,0.48046875,,
4,29,high,1.875,0.1533203125,,
4,30,somewhat low,2.34375,0.2353515625,1.0,0.40625
4,31,high,2.046875,0.12890625,,
4,32,high,2.1875,0.1123046875,,
4,33,normal,0.72265625,0.486328125,,
4,34,normal,0.26171875,0.76953125,,
4,35,normal,0.03466796875,0.96484375,,
4,36,very high,4.576171875,0.0125732421875,0.81640625,
4,37,somewhat high,2.390625,0.12109375,1.0,0.75390625
4,38,somewhat high,2.859375,0.255859375,1.0,0.22265625
4,39,somewhat high,1.80078125,0.4375,1.0,0.37890625
4,40,normal,0.69140625,0.5,,
4,41,very high,1.6981201171875,0.1875,0.97265625,
4,42,extremely high,2.6043701171875,0.07568359375,1.0,0.97265625
4,43,high,1.5703125,0.2080078125,,
4,44,very high,2.289306640625,0.10693359375,0.9453125,
4,45,extremely high,1.134765625,0.32421875,1.0,0.9921875
4,46,extremely high,0.47149658203125,0.6328125,1.0,0.98828125
4,47,normal,1.578125,0.2060546875,,
4,48,somewhat high,2.203125,0.31640625,1.0,0.34765625
4,49,normal,1.7421875,0.1748046875,,
4,50,very low,3.41796875,0.07470703125,0.439453125,
4,51,extremely low,5.8984375,0.00787353515625,1.0,0.34765625
4,52,somewhat high,1.40625,0.32421875,1.0,0.75390625
4,53,high,2.5625,0.0771484375,,
4,54,somewhat low,2.0546875,0.314453125,1.0,0.40625
4,55,very high,2.84765625,0.1533203125,0.37890625,
4,56,high,2.015625,0.1328125,,
4,57,somewhat low,2.625,0.2265625,1.0,0.3203125
4,58,normal,0.0732421875,0.9296875,,
4,59,normal,1.09375,0.333984375,,
4,60,normal,1.3125,0.26953125,,
4,61,high,1.734375,0.1767578125,,
4,62,somewhat high,1.41015625,0.48828125,1.0,0.5
4,63,high,2.15625,0.11572265625,,
4,64,extremely high,1.39697265625,0.25390625,1.0,0.96875
4,65,very high,1.22900390625,0.302734375,0.96875,
4,66,somewhat high,1.8984375,0.28125,1.0,0.53125
