participant_id,trial_index,ground_truth,nll,prob_step_1
110,1,80,2.75,0.06396484375
110,2,40,1.6796875,0.1865234375
110,3,30,1.7265625,0.177734375
110,4,60,1.6875,0.1845703125
110,5,70,1.8125,0.1630859375
110,6,30,2.359375,0.09423828125
110,7,70,1.2578125,0.28515625
110,8,60,1.453125,0.2333984375
110,9,60,1.46875,0.23046875
110,10,40,2.421875,0.0888671875
110,11,40,1.46875,0.23046875
110,12,50,1.75,0.173828125
110,13,50,2.34375,0.09619140625
110,14,30,1.3359375,0.263671875
110,15,60,2.765625,0.06298828125
110,16,50,1.71875,0.1796875
110,17,60,2.625,0.072265625
110,18,40,1.34375,0.26171875
110,19,40,1.3828125,0.25
110,20,60,1.2109375,0.298828125
110,21,10,5.53125,0.00396728515625
110,22,40,2.0,0.1357421875
110,23,80,3.046875,0.047607421875
110,24,80,0.8984375,0.40625
110,25,60,1.9375,0.14453125
110,26,10,3.0,0.0498046875
110,27,60,1.9921875,0.13671875
110,28,10,5.75,0.0031890869140625
110,29,80,2.9375,0.052978515625
110,30,20,2.625,0.072265625
110,31,90,5.3125,0.00494384765625
110,32,10,3.71875,0.0242919921875
110,33,80,2.5625,0.0771484375
110,34,40,2.15625,0.11572265625
110,35,10,2.625,0.072265625
110,36,70,2.078125,0.125
110,37,20,2.5625,0.0771484375
110,38,70,1.6328125,0.1953125
110,39,50,3.671875,0.025390625
110,40,20,2.046875,0.12890625
110,41,10,2.578125,0.07568359375
110,42,30,2.015625,0.1328125
110,43,60,1.8125,0.1630859375
110,44,90,1.453125,0.2333984375
110,45,30,3.265625,0.0380859375
110,46,50,1.375,0.251953125
110,47,30,1.9375,0.14453125
110,48,40,2.609375,0.07373046875
110,49,60,2.421875,0.0888671875
110,50,90,3.96875,0.0189208984375
110,51,40,2.328125,0.09765625
110,52,50,2.46875,0.08447265625
110,53,50,2.15625,0.11572265625
110,54,70,1.8125,0.1630859375
110,55,40,1.7890625,0.1669921875
110,56,10,3.578125,0.0279541015625
110,57,30,2.046875,0.12890625
110,58,30,2.4375,0.08740234375
110,59,50,2.75,0.06396484375
110,60,80,3.0625,0.046875
110,61,50,1.4140625,0.2431640625
110,62,80,1.8203125,0.162109375
110,63,80,2.03125,0.130859375
110,64,70,2.34375,0.09619140625
110,65,90,1.6796875,0.1865234375
110,66,80,3.0,0.0498046875
110,67,90,3.390625,0.03369140625
110,68,50,1.9140625,0.1474609375
110,69,90,2.515625,0.0810546875
110,70,80,1.0859375,0.337890625
110,71,70,1.2421875,0.2890625
110,72,60,2.15625,0.11572265625
110,73,30,4.21875,0.01470947265625
110,74,90,2.375,0.0927734375
110,75,10,5.09375,0.006134033203125
110,76,60,1.890625,0.1513671875
110,77,50,1.3828125,0.25
110,78,30,2.015625,0.1328125
110,79,80,2.65625,0.0703125
110,80,20,3.890625,0.0203857421875
110,81,50,2.203125,0.1103515625
110,82,10,3.140625,0.043212890625
110,83,10,2.578125,0.07568359375
110,84,20,2.578125,0.07568359375
110,85,80,2.46875,0.08447265625
110,86,90,2.1875,0.1123046875
110,87,40,2.328125,0.09765625
110,88,90,2.5,0.08203125
110,89,40,1.9140625,0.1474609375
110,90,20,2.296875,0.1005859375
110,91,10,2.90625,0.0546875
110,92,40,1.9609375,0.140625
110,93,80,2.359375,0.09423828125
110,94,80,2.265625,0.10400390625
110,95,90,2.671875,0.0693359375
110,96,50,3.25,0.038818359375
110,97,60,2.203125,0.1103515625
110,98,90,1.53125,0.2158203125
110,99,10,2.734375,0.06494140625
110,100,20,2.25,0.10546875
110,101,60,1.9453125,0.142578125
110,102,20,2.6875,0.06787109375
110,103,30,2.234375,0.10693359375
110,104,10,3.109375,0.044677734375
110,105,40,1.78125,0.16796875
110,106,60,2.734375,0.06494140625
110,107,10,2.75,0.06396484375
110,108,90,1.8359375,0.1591796875
110,109,80,2.25,0.10546875
110,110,90,2.390625,0.091796875
110,111,10,2.109375,0.12109375
110,112,50,3.28125,0.03759765625
110,113,80,2.21875,0.10888671875
110,114,50,2.6875,0.06787109375
110,115,60,2.15625,0.11572265625
110,116,30,2.75,0.06396484375
110,117,70,2.203125,0.1103515625
