participant_id,trial_index,ground_truth,nll,prob_step_1,prob_step_2,prob_step_3
205,1,normal,1.15625,0.314453125,,
205,2,normal,1.671875,0.1875,,
205,3,somewhat high,2.046875,0.31640625,1.0,0.40625
205,4,somewhat high,1.51171875,0.470703125,1.0,0.46875
205,5,somewhat low,1.28125,0.46875,1.0,0.59375
205,6,somewhat high,3.1796875,0.0888671875,1.0,0.46875
205,7,somewhat low,1.38671875,0.5703125,1.0,0.439453125
205,8,high,2.5625,0.0771484375,,
205,9,somewhat low,2.765625,0.28125,1.0,0.22265625
205,10,somewhat high,1.11328125,0.6171875,1.0,0.53125
205,11,low,3.375,0.0341796875,,
205,12,normal,1.1796875,0.306640625,,
205,13,somewhat high,1.6171875,0.333984375,1.0,0.59375
205,14,low,2.5,0.08203125,,
205,15,high,2.328125,0.09765625,,
205,16,very low,3.45703125,0.08349609375,0.37890625,
205,17,normal,2.328125,0.09765625,,
205,18,normal,0.69921875,0.49609375,,
205,19,somewhat high,1.638671875,0.3125,1.0,0.62109375
205,20,very high,2.16796875,0.162109375,0.70703125,
205,21,somewhat low,1.6953125,0.451171875,1.0,0.40625
205,22,normal,0.361328125,0.6953125,,
205,23,very low,2.09375,0.232421875,0.53125,
205,24,somewhat high,2.2109375,0.373046875,1.0,0.29296875
205,25,somewhat low,1.60546875,0.37890625,1.0,0.53125
205,26,low,2.5625,0.0771484375,,
205,27,somewhat high,1.2265625,0.51953125,1.0,0.5625
205,28,somewhat low,0.90625,0.62109375,1.0,0.65234375
205,29,somewhat low,1.166015625,0.62109375,1.0,0.5
205,30,somewhat low,1.765625,0.419921875,1.0,0.40625
205,31,normal,0.08056640625,0.921875,,
205,32,somewhat high,0.837890625,0.76953125,1.0,0.5625
205,33,normal,0.10546875,0.8984375,,
205,34,low,1.6171875,0.1982421875,,
205,35,somewhat high,0.3525390625,0.87890625,1.0,0.796875
205,36,somewhat high,1.80078125,0.2431640625,1.0,0.6796875
205,37,very low,0.66015625,0.60546875,0.8515625,
205,38,very low,3.7265625,0.57421875,0.0419921875,
205,39,high,1.109375,0.330078125,,
205,40,low,3.125,0.0439453125,,
205,41,high,1.921875,0.146484375,,
205,42,normal,0.025390625,0.9765625,,
205,43,normal,0.0201416015625,0.98046875,,
205,44,somewhat high,0.31103515625,0.89453125,1.0,0.81640625
205,45,normal,0.0286865234375,0.97265625,,
205,46,somewhat high,1.794921875,0.6171875,1.0,0.26953125
205,47,very low,2.685546875,0.08349609375,0.81640625,
205,48,very low,1.9453125,0.58203125,0.2451171875,
205,49,very high,0.744140625,0.609375,0.77734375,
205,50,very low,0.353515625,0.80859375,0.8671875,
205,51,somewhat low,0.5205078125,0.74609375,1.0,0.796875
205,52,normal,0.01556396484375,0.984375,,
205,53,normal,0.00836181640625,0.9921875,,
