game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,H,H,1.6015625,"[('I', 0.546875), ('H', 0.201171875)]"
1,6,6,H,H,3.203125,"[('I', 0.435546875), ('You', 0.1806640625)]"
1,7,6,H,H,1.171875,"[('H', 0.310546875), ('I', 0.2734375)]"
1,8,6,H,H,0.57421875,"[('H', 0.5625), ('I', 0.1611328125)]"
1,9,6,H,H,0.52734375,"[('H', 0.58984375), ('I', 0.130859375)]"
1,10,6,H,H,0.40625,"[('H', 0.66796875), ('I', 0.1484375)]"
2,5,6,I,I,0.025146484375,"[('I', 0.9765625), ('H', 0.0177001953125)]"
2,6,6,I,I,0.0184326171875,"[('I', 0.98046875), ('You', 0.005767822265625)]"
2,7,6,I,I,0.0111083984375,"[('I', 0.98828125), ('H', 0.004638671875)]"
2,8,6,I,I,0.01080322265625,"[('I', 0.98828125), ('H', 0.004638671875)]"
2,9,6,I,I,0.02197265625,"[('I', 0.9765625), ('H', 0.009521484375)]"
2,10,6,I,I,0.0081787109375,"[('I', 0.9921875), ('You', 0.0031890869140625)]"
3,5,1,I,I,0.205078125,"[('I', 0.81640625), ('H', 0.181640625)]"
4,5,1,H,H,0.14453125,"[('H', 0.8671875), ('I', 0.1328125)]"
5,5,1,I,I,4.75,"[('H', 0.9921875), ('I', 0.0086669921875)]"
6,5,6,H,H,3.40625,"[('I', 0.96484375), ('H', 0.033203125)]"
6,6,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
6,7,6,H,H,0.1279296875,"[('H', 0.87890625), ('I', 0.11962890625)]"
6,8,6,H,H,0.0625,"[('H', 0.9375), ('I', 0.06005859375)]"
6,9,6,H,H,0.1611328125,"[('H', 0.8515625), ('I', 0.1474609375)]"
6,10,6,H,H,0.1611328125,"[('H', 0.8515625), ('I', 0.1474609375)]"
7,5,1,H,H,3.40625,"[('I', 0.96484375), ('H', 0.033203125)]"
8,5,6,H,H,0.048828125,"[('H', 0.953125), ('I', 0.047607421875)]"
