game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,H,H,1.453125,"[('I', 0.63671875), ('H', 0.2333984375)]"
1,6,6,H,H,1.6640625,"[('I', 0.515625), ('H', 0.189453125)]"
1,7,6,H,H,1.671875,"[('I', 0.65625), ('H', 0.1875)]"
1,8,6,H,H,0.59375,"[('H', 0.55078125), ('I', 0.294921875)]"
1,9,6,H,H,0.5078125,"[('H', 0.6015625), ('I', 0.1953125)]"
1,10,6,H,H,0.447265625,"[('H', 0.640625), ('I', 0.2353515625)]"
2,5,6,I,I,0.29296875,"[('I', 0.74609375), ('H', 0.2431640625)]"
2,6,6,I,I,0.052490234375,"[('I', 0.94921875), ('H', 0.0419921875)]"
2,7,6,I,I,0.049072265625,"[('I', 0.953125), ('H', 0.0419921875)]"
2,8,6,H,H,3.046875,"[('I', 0.9453125), ('H', 0.047607421875)]"
2,9,6,H,H,0.63671875,"[('H', 0.52734375), ('I', 0.466796875)]"
2,10,6,H,H,0.0223388671875,"[('H', 0.9765625), ('I', 0.0203857421875)]"
3,5,1,H,H,0.030517578125,"[('H', 0.96875), ('I', 0.029296875)]"
4,5,6,I,I,2.125,"[('H', 0.87890625), ('I', 0.11962890625)]"
4,6,6,H,H,0.69921875,"[('I', 0.49609375), ('H', 0.49609375)]"
4,7,6,I,I,0.283203125,"[('I', 0.75390625), ('H', 0.2451171875)]"
4,8,6,I,I,0.2265625,"[('I', 0.796875), ('H', 0.201171875)]"
4,9,6,I,I,0.2265625,"[('I', 0.796875), ('H', 0.201171875)]"
4,10,6,I,I,0.080078125,"[('I', 0.921875), ('H', 0.07568359375)]"
5,5,1,H,H,0.08935546875,"[('H', 0.9140625), ('I', 0.08447265625)]"
6,5,1,I,I,0.0162353515625,"[('I', 0.984375), ('H', 0.015625)]"
7,5,6,I,I,0.0634765625,"[('I', 0.9375), ('H', 0.06005859375)]"
7,6,6,I,I,0.0101318359375,"[('I', 0.98828125), ('H', 0.00982666015625)]"
7,7,6,I,I,0.00927734375,"[('I', 0.9921875), ('H', 0.0086669921875)]"
7,8,6,I,I,0.01202392578125,"[('I', 0.98828125), ('H', 0.0111083984375)]"
7,9,6,I,I,0.021484375,"[('I', 0.98046875), ('H', 0.0203857421875)]"
7,10,6,I,I,0.0078125,"[('I', 0.9921875), ('H', 0.006744384765625)]"
8,5,6,I,I,0.01116943359375,"[('I', 0.98828125), ('H', 0.0111083984375)]"
8,6,6,I,I,0.00152587890625,"[('I', 1.0), ('H', 0.0013275146484375)]"
8,7,6,I,I,0.00144195556640625,"[('I', 1.0), ('H', 0.00116729736328125)]"
8,8,6,I,I,0.002471923828125,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
8,9,6,I,I,0.0023040771484375,"[('I', 0.99609375), ('H', 0.00193023681640625)]"
8,10,6,I,I,0.0023345947265625,"[('I', 0.99609375), ('H', 0.00193023681640625)]"
9,5,1,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
10,5,6,H,H,1.5,"[('I', 0.77734375), ('H', 0.22265625)]"
10,6,6,H,H,0.0234375,"[('H', 0.9765625), ('I', 0.0228271484375)]"
10,7,6,H,H,0.01422119140625,"[('H', 0.984375), ('I', 0.0142822265625)]"
10,8,6,H,H,0.0206298828125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
10,9,6,H,H,0.0068359375,"[('H', 0.9921875), ('I', 0.006744384765625)]"
10,10,6,H,H,0.00872802734375,"[('H', 0.9921875), ('I', 0.0086669921875)]"
11,5,1,H,H,0.009765625,"[('H', 0.9921875), ('I', 0.00982666015625)]"
12,5,6,H,H,0.00173187255859375,"[('H', 1.0), ('I', 0.00170135498046875)]"
12,6,6,H,H,0.00078582763671875,"[('H', 1.0), ('I', 0.00070953369140625)]"
12,7,6,H,H,0.0008087158203125,"[('H', 1.0), ('I', 0.00070953369140625)]"
12,8,6,H,H,0.000400543212890625,"[('H', 1.0), ('I', 0.000335693359375)]"
12,9,6,H,H,0.000370025634765625,"[('H', 1.0), ('I', 0.0002956390380859375)]"
12,10,6,H,H,0.00046539306640625,"[('H', 1.0), ('I', 0.0003795623779296875)]"
13,5,1,I,I,0.6953125,"[('I', 0.498046875), ('H', 0.498046875)]"
14,5,1,H,H,0.00151824951171875,"[('H', 1.0), ('I', 0.00150299072265625)]"
15,5,1,I,I,0.0004711151123046875,"[('I', 1.0), ('H', 0.000431060791015625)]"
16,5,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
16,6,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
16,7,6,H,H,0.0013427734375,"[('H', 1.0), ('I', 0.0013275146484375)]"
16,8,6,H,H,0.00095367431640625,"[('H', 1.0), ('I', 0.000911712646484375)]"
16,9,6,H,H,0.00109100341796875,"[('H', 1.0), ('I', 0.00102996826171875)]"
16,10,6,H,H,0.0025482177734375,"[('H', 0.99609375), ('I', 0.002471923828125)]"
17,5,1,I,I,0.004669189453125,"[('I', 0.99609375), ('H', 0.004638671875)]"
18,5,1,I,I,1.8046875,"[('H', 0.8359375), ('I', 0.1640625)]"
19,5,1,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
20,5,1,H,H,1.0546875,"[('I', 0.65234375), ('H', 0.34765625)]"
21,5,1,I,I,0.003631591796875,"[('I', 0.99609375), ('H', 0.00360107421875)]"
22,5,6,I,I,0.002197265625,"[('I', 0.99609375), ('H', 0.0021820068359375)]"
22,6,6,I,I,0.001953125,"[('I', 1.0), ('H', 0.00193023681640625)]"
22,7,6,I,I,0.0086669921875,"[('I', 0.9921875), ('H', 0.0086669921875)]"
22,8,6,I,I,0.0028839111328125,"[('I', 0.99609375), ('H', 0.0028076171875)]"
22,9,6,I,I,0.00154876708984375,"[('I', 1.0), ('H', 0.00150299072265625)]"
22,10,6,I,I,0.0029296875,"[('I', 0.99609375), ('H', 0.0028076171875)]"
23,5,6,I,I,0.00171661376953125,"[('I', 1.0), ('H', 0.00170135498046875)]"
23,6,6,I,I,0.0186767578125,"[('I', 0.98046875), ('H', 0.0177001953125)]"
23,7,6,H,H,4.875,"[('I', 0.9921875), ('H', 0.00762939453125)]"
23,8,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
23,9,6,H,H,0.251953125,"[('H', 0.77734375), ('I', 0.22265625)]"
23,10,6,I,I,2.6875,"[('H', 0.93359375), ('I', 0.06787109375)]"
24,5,6,I,I,0.00011444091796875,"[('I', 1.0), ('H', 9.632110595703125e-05)]"
24,6,6,I,I,9.5367431640625e-05,"[('I', 1.0), ('H', 7.486343383789062e-05)]"
24,7,6,I,I,0.00011157989501953125,"[('I', 1.0), ('H', 7.486343383789062e-05)]"
24,8,6,I,I,0.0019683837890625,"[('I', 0.99609375), ('H', 0.00193023681640625)]"
24,9,6,I,I,0.00201416015625,"[('I', 0.99609375), ('H', 0.00193023681640625)]"
24,10,6,I,I,0.001983642578125,"[('I', 0.99609375), ('H', 0.00193023681640625)]"
25,5,6,I,I,0.000728607177734375,"[('I', 1.0), ('H', 0.00070953369140625)]"
25,6,6,I,I,0.00250244140625,"[('I', 0.99609375), ('H', 0.002471923828125)]"
25,7,6,I,I,0.0002613067626953125,"[('I', 1.0), ('H', 0.00020313262939453125)]"
25,8,6,I,I,0.000263214111328125,"[('I', 1.0), ('H', 0.0002307891845703125)]"
25,9,6,I,I,0.00286865234375,"[('I', 0.99609375), ('H', 0.0028076171875)]"
25,10,6,I,I,0.000545501708984375,"[('I', 1.0), ('H', 0.00048828125)]"
26,5,1,I,I,0.01611328125,"[('I', 0.984375), ('H', 0.015625)]"
27,5,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
27,6,6,H,H,0.000499725341796875,"[('H', 1.0), ('I', 0.00048828125)]"
27,7,6,H,H,0.0052490234375,"[('H', 0.99609375), ('I', 0.0052490234375)]"
27,8,6,H,H,0.0009307861328125,"[('H', 1.0), ('I', 0.000911712646484375)]"
27,9,6,H,H,0.0009307861328125,"[('H', 1.0), ('I', 0.000911712646484375)]"
27,10,6,H,H,0.001953125,"[('H', 1.0), ('I', 0.00193023681640625)]"
28,5,1,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
29,5,6,I,I,0.2255859375,"[('I', 0.796875), ('H', 0.201171875)]"
29,6,6,H,H,2.015625,"[('I', 0.8671875), ('H', 0.1328125)]"
29,7,6,H,H,0.0791015625,"[('H', 0.92578125), ('I', 0.07568359375)]"
29,8,6,H,H,0.0181884765625,"[('H', 0.98046875), ('I', 0.0177001953125)]"
29,9,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
29,10,6,H,H,0.201171875,"[('H', 0.81640625), ('I', 0.181640625)]"
30,5,1,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
31,5,1,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
32,5,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
32,6,6,H,H,0.00103759765625,"[('H', 1.0), ('I', 0.00102996826171875)]"
32,7,6,H,H,0.000568389892578125,"[('H', 1.0), ('I', 0.000553131103515625)]"
32,8,6,H,H,0.00072479248046875,"[('H', 1.0), ('I', 0.00070953369140625)]"
32,9,6,H,H,0.0002460479736328125,"[('H', 1.0), ('I', 0.0002307891845703125)]"
32,10,6,H,H,0.000732421875,"[('H', 1.0), ('I', 0.00070953369140625)]"
33,5,6,H,H,1.140625,"[('I', 0.6796875), ('H', 0.3203125)]"
33,6,6,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
33,7,6,H,H,0.04296875,"[('H', 0.95703125), ('I', 0.0419921875)]"
33,8,6,I,I,2.125,"[('H', 0.87890625), ('I', 0.11962890625)]"
33,9,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
33,10,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
34,5,1,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
35,5,1,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
36,5,6,I,I,3.890625,"[('H', 0.98046875), ('I', 0.0203857421875)]"
36,6,6,H,H,0.349609375,"[('H', 0.703125), ('I', 0.29296875)]"
36,7,6,H,H,0.0019378662109375,"[('H', 1.0), ('I', 0.00193023681640625)]"
36,8,6,H,H,0.001708984375,"[('H', 1.0), ('I', 0.00170135498046875)]"
36,9,6,H,H,0.00118255615234375,"[('H', 1.0), ('I', 0.00116729736328125)]"
36,10,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
37,5,1,I,I,0.00023651123046875,"[('I', 1.0), ('H', 0.0002307891845703125)]"
38,5,6,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
38,6,6,I,I,0.0028228759765625,"[('I', 0.99609375), ('H', 0.0028076171875)]"
38,7,6,I,I,0.34765625,"[('I', 0.70703125), ('H', 0.29296875)]"
38,8,6,I,I,0.000820159912109375,"[('I', 1.0), ('H', 0.000804901123046875)]"
38,9,6,I,I,0.000827789306640625,"[('I', 1.0), ('H', 0.000804901123046875)]"
38,10,6,I,I,0.005950927734375,"[('I', 0.9921875), ('H', 0.005950927734375)]"
39,5,1,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
40,5,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
40,6,6,I,I,0.00151824951171875,"[('I', 1.0), ('H', 0.00150299072265625)]"
40,7,6,I,I,0.00762939453125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
40,8,6,I,I,0.00173187255859375,"[('I', 1.0), ('H', 0.00170135498046875)]"
40,9,6,I,I,0.00677490234375,"[('I', 0.9921875), ('H', 0.006744384765625)]"
40,10,6,I,I,0.00286865234375,"[('I', 0.99609375), ('H', 0.0028076171875)]"
41,5,6,I,I,0.2265625,"[('I', 0.796875), ('H', 0.201171875)]"
41,6,6,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
41,7,6,H,H,3.53125,"[('I', 0.96875), ('H', 0.029296875)]"
41,8,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
41,9,6,I,I,1.0546875,"[('H', 0.65234375), ('I', 0.34765625)]"
41,10,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
42,5,6,H,H,0.04296875,"[('H', 0.95703125), ('I', 0.0419921875)]"
42,6,6,H,H,0.0233154296875,"[('H', 0.9765625), ('I', 0.023193359375)]"
42,7,6,H,H,0.0004425048828125,"[('H', 1.0), ('I', 0.000431060791015625)]"
42,8,6,H,H,0.0003948211669921875,"[('H', 1.0), ('I', 0.0003795623779296875)]"
42,9,6,H,H,0.0002269744873046875,"[('H', 1.0), ('I', 0.00020313262939453125)]"
42,10,6,H,H,0.000644683837890625,"[('H', 1.0), ('I', 0.0006256103515625)]"
43,5,1,I,I,0.0052490234375,"[('I', 0.99609375), ('H', 0.0052490234375)]"
44,5,6,I,I,0.0002689361572265625,"[('I', 1.0), ('H', 0.0002613067626953125)]"
44,6,6,I,I,0.0001354217529296875,"[('I', 1.0), ('H', 0.00012302398681640625)]"
44,7,6,I,I,0.0002918243408203125,"[('I', 1.0), ('H', 0.0002613067626953125)]"
44,8,6,I,I,0.001068115234375,"[('I', 1.0), ('H', 0.00102996826171875)]"
44,9,6,I,I,0.0008392333984375,"[('I', 1.0), ('H', 0.000804901123046875)]"
44,10,6,I,I,0.0015411376953125,"[('I', 1.0), ('H', 0.00150299072265625)]"
45,5,6,H,H,0.01611328125,"[('H', 0.984375), ('I', 0.015625)]"
45,6,6,H,H,0.0067138671875,"[('H', 0.9921875), ('I', 0.006744384765625)]"
45,7,6,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
45,8,6,H,H,0.0205078125,"[('H', 0.98046875), ('I', 0.0203857421875)]"
45,9,6,H,H,0.00151824951171875,"[('H', 1.0), ('I', 0.00150299072265625)]"
45,10,6,H,H,0.00104522705078125,"[('H', 1.0), ('I', 0.00102996826171875)]"
46,5,1,H,H,0.0013275146484375,"[('H', 1.0), ('I', 0.0013275146484375)]"
47,5,1,I,I,0.0002346038818359375,"[('I', 1.0), ('H', 0.0002307891845703125)]"
48,5,1,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
49,5,1,H,H,0.6328125,"[('H', 0.53125), ('I', 0.46875)]"
50,5,1,I,I,0.1796875,"[('I', 0.8359375), ('H', 0.1640625)]"
51,5,6,H,H,2.8125,"[('I', 0.94140625), ('H', 0.06005859375)]"
51,6,6,I,I,1.8046875,"[('H', 0.8359375), ('I', 0.1640625)]"
51,7,6,I,I,0.06982421875,"[('I', 0.93359375), ('H', 0.06787109375)]"
51,8,6,I,I,0.28125,"[('I', 0.75390625), ('H', 0.2451171875)]"
51,9,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
51,10,6,I,I,0.0380859375,"[('I', 0.9609375), ('H', 0.03759765625)]"
52,5,6,H,H,0.00150299072265625,"[('H', 1.0), ('I', 0.00150299072265625)]"
52,6,6,H,H,0.0001621246337890625,"[('H', 1.0), ('I', 0.0001583099365234375)]"
52,7,6,H,H,0.0028076171875,"[('H', 0.99609375), ('I', 0.0028076171875)]"
52,8,6,H,H,6.4849853515625e-05,"[('H', 1.0), ('I', 5.841255187988281e-05)]"
52,9,6,H,H,0.000568389892578125,"[('H', 1.0), ('I', 0.000553131103515625)]"
52,10,6,H,H,0.00058746337890625,"[('H', 1.0), ('I', 0.000553131103515625)]"
53,5,1,I,I,0.251953125,"[('I', 0.77734375), ('H', 0.22265625)]"
54,5,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
54,6,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
54,7,6,I,I,0.142578125,"[('I', 0.8671875), ('H', 0.1328125)]"
54,8,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
54,9,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
54,10,6,I,I,0.0181884765625,"[('I', 0.98046875), ('H', 0.0177001953125)]"
55,5,6,I,I,0.0052490234375,"[('I', 0.99609375), ('H', 0.0052490234375)]"
55,6,6,I,I,0.0004367828369140625,"[('I', 1.0), ('H', 0.000431060791015625)]"
55,7,6,I,I,0.00194549560546875,"[('I', 1.0), ('H', 0.00193023681640625)]"
55,8,6,I,I,0.0036163330078125,"[('I', 0.99609375), ('H', 0.00360107421875)]"
55,9,6,I,I,0.0003509521484375,"[('I', 1.0), ('H', 0.000335693359375)]"
55,10,6,I,I,0.000946044921875,"[('I', 1.0), ('H', 0.000911712646484375)]"
56,5,1,H,H,0.4296875,"[('H', 0.65234375), ('I', 0.34765625)]"
57,5,1,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
58,5,6,I,I,0.82421875,"[('H', 0.5625), ('I', 0.439453125)]"
58,6,6,I,I,0.0205078125,"[('I', 0.98046875), ('H', 0.0203857421875)]"
58,7,6,I,I,0.048583984375,"[('I', 0.953125), ('H', 0.047607421875)]"
58,8,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
58,9,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
58,10,6,I,I,0.0028228759765625,"[('I', 0.99609375), ('H', 0.0028076171875)]"
59,5,6,I,I,0.00081634521484375,"[('I', 1.0), ('H', 0.000804901123046875)]"
59,6,6,I,I,0.0003070831298828125,"[('I', 1.0), ('H', 0.0002956390380859375)]"
59,7,6,I,I,0.00025177001953125,"[('I', 1.0), ('H', 0.0002307891845703125)]"
59,8,6,I,I,0.00106048583984375,"[('I', 1.0), ('H', 0.00102996826171875)]"
59,9,6,I,I,0.00016880035400390625,"[('I', 1.0), ('H', 0.00012302398681640625)]"
59,10,6,I,I,0.000476837158203125,"[('I', 1.0), ('H', 0.000431060791015625)]"
60,5,1,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
61,5,1,I,I,0.0019378662109375,"[('I', 1.0), ('H', 0.00193023681640625)]"
62,5,6,I,I,0.01422119140625,"[('I', 0.984375), ('H', 0.0142822265625)]"
62,6,6,I,I,0.000732421875,"[('I', 1.0), ('H', 0.00070953369140625)]"
62,7,6,I,I,0.02978515625,"[('I', 0.96875), ('H', 0.029296875)]"
62,8,6,I,I,0.0888671875,"[('I', 0.9140625), ('H', 0.08447265625)]"
62,9,6,I,I,0.000823974609375,"[('I', 1.0), ('H', 0.000804901123046875)]"
62,10,6,I,I,0.0086669921875,"[('I', 0.9921875), ('H', 0.0086669921875)]"
63,5,6,I,I,0.000919342041015625,"[('I', 1.0), ('H', 0.000911712646484375)]"
63,6,6,I,I,0.00013065338134765625,"[('I', 1.0), ('H', 0.00012302398681640625)]"
63,7,6,I,I,0.001708984375,"[('I', 1.0), ('H', 0.00170135498046875)]"
63,8,6,I,I,0.00081634521484375,"[('I', 1.0), ('H', 0.000804901123046875)]"
63,9,6,I,I,0.000240325927734375,"[('I', 1.0), ('H', 0.0002307891845703125)]"
63,10,6,I,I,0.00250244140625,"[('I', 0.99609375), ('H', 0.002471923828125)]"
64,5,1,H,H,0.11279296875,"[('H', 0.89453125), ('I', 0.10693359375)]"
65,5,1,H,H,0.005950927734375,"[('H', 0.9921875), ('I', 0.005950927734375)]"
66,5,6,I,I,3.8623809814453125e-05,"[('I', 1.0), ('H', 2.753734588623047e-05)]"
66,6,6,I,I,0.0017547607421875,"[('I', 1.0), ('H', 0.00170135498046875)]"
66,7,6,I,I,0.0004558563232421875,"[('I', 1.0), ('H', 0.000431060791015625)]"
66,8,6,I,I,0.0003490447998046875,"[('I', 1.0), ('H', 0.000335693359375)]"
66,9,6,I,I,0.000244140625,"[('I', 1.0), ('H', 0.0002307891845703125)]"
66,10,6,I,I,0.000553131103515625,"[('I', 1.0), ('H', 0.00048828125)]"
67,5,6,H,H,0.7578125,"[('I', 0.53125), ('H', 0.46875)]"
67,6,6,H,H,0.00360107421875,"[('H', 0.99609375), ('I', 0.00360107421875)]"
67,7,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
67,8,6,H,H,0.005950927734375,"[('H', 0.9921875), ('I', 0.005950927734375)]"
67,9,6,H,H,0.0028228759765625,"[('H', 0.99609375), ('I', 0.0028076171875)]"
67,10,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
68,5,1,I,I,0.01611328125,"[('I', 0.984375), ('H', 0.015625)]"
69,5,1,I,I,0.0001049041748046875,"[('I', 1.0), ('H', 9.632110595703125e-05)]"
70,5,1,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
71,5,6,H,H,6.75,"[('I', 1.0), ('H', 0.00116729736328125)]"
71,6,6,H,H,0.11328125,"[('H', 0.89453125), ('I', 0.10693359375)]"
71,7,6,H,H,0.01611328125,"[('H', 0.984375), ('I', 0.015625)]"
