game,trial_index,horizon,ground_truth,model_predicted_char,nll,top2
1,5,6,H,H,1.5625,"[('I', 0.392578125), ('H', 0.2099609375)]"
1,6,6,I,I,0.84375,"[('I', 0.4296875), ('H', 0.203125)]"
1,7,6,I,I,3.09375,"[('H', 0.8046875), ('I', 0.04541015625)]"
1,8,6,H,H,0.333984375,"[('H', 0.71484375), ('I', 0.140625)]"
1,9,6,I,I,2.71875,"[('H', 0.80078125), ('I', 0.06591796875)]"
1,10,6,H,H,0.09521484375,"[('H', 0.91015625), ('I', 0.04541015625)]"
2,5,1,I,I,2.015625,"[('H', 0.86328125), ('I', 0.1328125)]"
3,5,1,H,H,0.04736328125,"[('H', 0.953125), ('I', 0.0419921875)]"
4,5,1,I,I,0.6953125,"[('I', 0.498046875), ('H', 0.498046875)]"
5,5,6,I,I,0.2265625,"[('I', 0.796875), ('H', 0.201171875)]"
5,6,6,H,H,0.390625,"[('H', 0.67578125), ('I', 0.3203125)]"
5,7,6,H,H,0.05859375,"[('H', 0.94140625), ('I', 0.052978515625)]"
5,8,6,H,H,0.0556640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
5,9,6,H,H,0.02734375,"[('H', 0.97265625), ('I', 0.02587890625)]"
5,10,6,H,H,0.01043701171875,"[('H', 0.98828125), ('I', 0.00982666015625)]"
6,5,1,H,H,0.0703125,"[('H', 0.93359375), ('I', 0.06787109375)]"
7,5,1,H,H,0.0087890625,"[('H', 0.9921875), ('I', 0.0086669921875)]"
8,5,1,H,H,0.002044677734375,"[('H', 0.99609375), ('I', 0.00193023681640625)]"
9,5,1,H,H,0.001007080078125,"[('H', 1.0), ('I', 0.000911712646484375)]"
10,5,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
10,6,6,I,I,0.0208740234375,"[('I', 0.98046875), ('H', 0.0203857421875)]"
10,7,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
10,8,6,I,I,0.043212890625,"[('I', 0.95703125), ('H', 0.0419921875)]"
10,9,6,H,H,3.046875,"[('I', 0.953125), ('H', 0.047607421875)]"
10,10,6,I,I,0.25390625,"[('I', 0.77734375), ('H', 0.22265625)]"
11,5,1,I,I,0.0162353515625,"[('I', 0.984375), ('H', 0.015625)]"
12,5,6,H,H,0.001220703125,"[('H', 1.0), ('I', 0.00116729736328125)]"
12,6,6,H,H,0.000553131103515625,"[('H', 1.0), ('I', 0.00048828125)]"
12,7,6,H,H,0.0003528594970703125,"[('H', 1.0), ('I', 0.0002956390380859375)]"
12,8,6,H,H,0.0004367828369140625,"[('H', 1.0), ('I', 0.0003795623779296875)]"
12,9,6,H,H,0.0008087158203125,"[('H', 1.0), ('I', 0.00070953369140625)]"
12,10,6,H,H,0.000385284423828125,"[('H', 1.0), ('I', 0.0002956390380859375)]"
13,5,1,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
14,5,1,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
15,5,6,H,H,0.1611328125,"[('H', 0.8515625), ('I', 0.1474609375)]"
15,6,6,H,H,0.11328125,"[('H', 0.89453125), ('I', 0.10693359375)]"
15,7,6,H,H,0.0299072265625,"[('H', 0.96875), ('I', 0.029296875)]"
15,8,6,I,I,0.9765625,"[('H', 0.62109375), ('I', 0.376953125)]"
15,9,6,H,H,0.8984375,"[('I', 0.59375), ('H', 0.40625)]"
15,10,6,H,H,0.2255859375,"[('H', 0.796875), ('I', 0.201171875)]"
16,5,1,H,H,0.0036163330078125,"[('H', 0.99609375), ('I', 0.00360107421875)]"
17,5,1,H,H,4.625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
18,5,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
18,6,6,I,I,0.0233154296875,"[('I', 0.9765625), ('H', 0.023193359375)]"
18,7,6,H,H,2.34375,"[('I', 0.90625), ('H', 0.09619140625)]"
18,8,6,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
18,9,6,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
18,10,6,I,I,0.00762939453125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
19,5,6,I,I,0.03369140625,"[('I', 0.96875), ('H', 0.033203125)]"
19,6,6,I,I,0.00762939453125,"[('I', 0.9921875), ('H', 0.00762939453125)]"
19,7,6,I,I,0.009765625,"[('I', 0.9921875), ('H', 0.00982666015625)]"
19,8,6,I,I,0.00982666015625,"[('I', 0.98828125), ('H', 0.00982666015625)]"
19,9,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
19,10,6,I,I,0.007659912109375,"[('I', 0.9921875), ('H', 0.00762939453125)]"
20,5,6,I,I,0.00250244140625,"[('I', 0.99609375), ('H', 0.002471923828125)]"
20,6,6,I,I,0.0032501220703125,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
20,7,6,I,I,0.054931640625,"[('I', 0.9453125), ('H', 0.052978515625)]"
20,8,6,I,I,0.16015625,"[('I', 0.8515625), ('H', 0.1474609375)]"
20,9,6,I,I,0.0032501220703125,"[('I', 0.99609375), ('H', 0.0031890869140625)]"
20,10,6,I,I,0.0098876953125,"[('I', 0.98828125), ('H', 0.00982666015625)]"
21,5,6,H,H,3.890625,"[('I', 0.98046875), ('H', 0.0203857421875)]"
21,6,6,I,I,0.6328125,"[('I', 0.53125), ('H', 0.46875)]"
21,7,6,I,I,0.11279296875,"[('I', 0.89453125), ('H', 0.10693359375)]"
21,8,6,I,I,0.201171875,"[('I', 0.81640625), ('H', 0.181640625)]"
21,9,6,I,I,0.0791015625,"[('I', 0.92578125), ('H', 0.07568359375)]"
21,10,6,I,I,0.0263671875,"[('I', 0.97265625), ('H', 0.02587890625)]"
22,5,6,H,H,0.142578125,"[('H', 0.8671875), ('I', 0.1328125)]"
22,6,6,H,H,0.1796875,"[('H', 0.8359375), ('I', 0.1640625)]"
22,7,6,H,H,0.054931640625,"[('H', 0.9453125), ('I', 0.052978515625)]"
22,8,6,H,H,0.0380859375,"[('H', 0.9609375), ('I', 0.03759765625)]"
22,9,6,H,H,0.01416015625,"[('H', 0.984375), ('I', 0.0142822265625)]"
22,10,6,H,H,0.00762939453125,"[('H', 0.9921875), ('I', 0.00762939453125)]"
23,5,6,H,H,0.3125,"[('H', 0.73046875), ('I', 0.26953125)]"
23,6,6,H,H,0.01251220703125,"[('H', 0.98828125), ('I', 0.0125732421875)]"
23,7,6,H,H,0.126953125,"[('H', 0.87890625), ('I', 0.11962890625)]"
23,8,6,H,H,0.01104736328125,"[('H', 0.98828125), ('I', 0.0111083984375)]"
23,9,6,H,H,0.0031890869140625,"[('H', 0.99609375), ('I', 0.0031890869140625)]"
23,10,6,H,H,0.00250244140625,"[('H', 0.99609375), ('I', 0.002471923828125)]"
24,5,6,H,H,0.0125732421875,"[('H', 0.98828125), ('I', 0.0125732421875)]"
24,6,6,H,H,0.00019073486328125,"[('H', 1.0), ('I', 0.000179290771484375)]"
24,7,6,H,H,0.006744384765625,"[('H', 0.9921875), ('I', 0.006744384765625)]"
24,8,6,H,H,0.0001392364501953125,"[('H', 1.0), ('I', 0.00012302398681640625)]"
24,9,6,H,H,0.000255584716796875,"[('H', 1.0), ('I', 0.0002307891845703125)]"
24,10,6,H,H,0.00018405914306640625,"[('H', 1.0), ('I', 0.0001583099365234375)]"
25,5,1,I,I,2.34375,"[('H', 0.90625), ('I', 0.09619140625)]"
26,5,1,I,I,0.04296875,"[('I', 0.95703125), ('H', 0.0419921875)]"
27,5,1,I,I,0.4296875,"[('I', 0.65234375), ('H', 0.34765625)]"
28,5,1,H,H,0.0028076171875,"[('H', 0.99609375), ('I', 0.0028076171875)]"
29,5,1,H,H,0.048828125,"[('H', 0.953125), ('I', 0.047607421875)]"
30,5,1,I,I,0.0036163330078125,"[('I', 0.99609375), ('H', 0.00360107421875)]"
31,5,6,H,H,0.28125,"[('H', 0.75390625), ('I', 0.2451171875)]"
31,6,6,H,H,0.0159912109375,"[('H', 0.984375), ('I', 0.015625)]"
31,7,6,H,H,0.00860595703125,"[('H', 0.9921875), ('I', 0.0086669921875)]"
31,8,6,H,H,0.005950927734375,"[('H', 0.9921875), ('I', 0.005950927734375)]"
31,9,6,H,H,0.0086669921875,"[('H', 0.9921875), ('I', 0.0086669921875)]"
31,10,6,H,H,0.0036468505859375,"[('H', 0.99609375), ('I', 0.00360107421875)]"
32,5,1,H,H,0.00408935546875,"[('H', 0.99609375), ('I', 0.00408935546875)]"
33,5,6,I,I,0.004638671875,"[('I', 0.99609375), ('H', 0.004638671875)]"
33,6,6,I,I,0.01416015625,"[('I', 0.984375), ('H', 0.0142822265625)]"
33,7,6,I,I,0.00408935546875,"[('I', 0.99609375), ('H', 0.00408935546875)]"
33,8,6,I,I,0.0017242431640625,"[('I', 1.0), ('H', 0.00170135498046875)]"
