participant_id,trial_index,ground_truth,nll,top2
238,1,R,0.6931471824645996,"[('R', 0.5), ('E', 0.5)]"
238,2,R,1.5019290447235107,"[('E', 0.7772998809814453), ('R', 0.22270016372203827)]"
238,3,R,0.4740769863128662,"[('R', 0.622459352016449), ('E', 0.3775406777858734)]"
238,4,R,0.1602240949869156,"[('R', 0.851952850818634), ('E', 0.14804720878601074)]"
238,5,R,0.07888974994421005,"[('R', 0.9241418242454529), ('E', 0.07585817575454712)]"
238,6,R,0.1602240949869156,"[('R', 0.851952850818634), ('E', 0.14804720878601074)]"
238,7,R,0.07888974994421005,"[('R', 0.9241418242454529), ('E', 0.07585817575454712)]"
238,8,R,0.06196761503815651,"[('R', 0.9399133324623108), ('E', 0.06008664891123772)]"
238,9,R,0.07888974994421005,"[('R', 0.9241418242454529), ('E', 0.07585817575454712)]"
238,10,R,0.04858732968568802,"[('R', 0.9525741338729858), ('E', 0.047425877302885056)]"
238,11,R,0.06196761503815651,"[('R', 0.9399133324623108), ('E', 0.06008664891123772)]"
238,12,R,0.03804141283035278,"[('R', 0.9626731276512146), ('E', 0.037326887249946594)]"
238,13,R,0.04858732968568802,"[('R', 0.9525741338729858), ('E', 0.047425877302885056)]"
238,14,R,0.03804141283035278,"[('R', 0.9626731276512146), ('E', 0.037326887249946594)]"
238,15,R,0.029750416055321693,"[('R', 0.970687747001648), ('E', 0.02931223250925541)]"
238,16,R,0.029750416055321693,"[('R', 0.970687747001648), ('E', 0.02931223250925541)]"
238,17,R,0.029750416055321693,"[('R', 0.970687747001648), ('E', 0.02931223250925541)]"
238,18,R,0.023245446383953094,"[('R', 0.977022647857666), ('E', 0.022977372631430626)]"
238,19,R,0.04858732968568802,"[('R', 0.9525741338729858), ('E', 0.047425877302885056)]"
238,20,R,0.023245446383953094,"[('R', 0.977022647857666), ('E', 0.022977372631430626)]"
238,21,R,0.023245446383953094,"[('R', 0.977022647857666), ('E', 0.022977372631430626)]"
238,22,R,0.018149960786104202,"[('R', 0.9820137023925781), ('E', 0.01798621192574501)]"
238,23,R,0.018149960786104202,"[('R', 0.9820137023925781), ('E', 0.01798621192574501)]"
