participant_id,trial_index,ground_truth,nll,top2
145,1,K,0.575939416885376,"[('K', 0.562176525592804), ('Y', 0.43782350420951843)]"
145,2,K,1.7014133930206299,"[('Y', 0.8175744414329529), ('K', 0.18242549896240234)]"
145,3,K,0.4740769863128662,"[('K', 0.622459352016449), ('Y', 0.3775406777858734)]"
145,4,K,0.1602240949869156,"[('K', 0.851952850818634), ('Y', 0.14804720878601074)]"
145,5,K,0.10020658373832703,"[('K', 0.9046505093574524), ('Y', 0.09534946084022522)]"
145,6,K,0.07888974994421005,"[('K', 0.9241418242454529), ('Y', 0.07585817575454712)]"
145,7,K,0.06196761503815651,"[('K', 0.9399133324623108), ('Y', 0.06008664891123772)]"
145,8,K,0.12692804634571075,"[('K', 0.8807970285415649), ('Y', 0.11920291185379028)]"
145,9,K,0.25192904472351074,"[('K', 0.7772998809814453), ('Y', 0.22270016372203827)]"
145,10,K,0.25192904472351074,"[('K', 0.7772998809814453), ('Y', 0.22270016372203827)]"
145,11,K,0.25192904472351074,"[('K', 0.7772998809814453), ('Y', 0.22270016372203827)]"
145,12,K,0.06196761503815651,"[('K', 0.9399133324623108), ('Y', 0.06008664891123772)]"
145,13,K,0.10020658373832703,"[('K', 0.9046505093574524), ('Y', 0.09534946084022522)]"
145,14,K,0.04858732968568802,"[('K', 0.9525741338729858), ('Y', 0.047425877302885056)]"
145,15,K,0.029750416055321693,"[('K', 0.970687747001648), ('Y', 0.02931223250925541)]"
145,16,K,0.029750416055321693,"[('K', 0.970687747001648), ('Y', 0.02931223250925541)]"
145,17,K,0.023245446383953094,"[('K', 0.977022647857666), ('Y', 0.022977372631430626)]"
145,18,K,0.029750416055321693,"[('K', 0.970687747001648), ('Y', 0.02931223250925541)]"
145,19,K,0.04858732968568802,"[('K', 0.9525741338729858), ('Y', 0.047425877302885056)]"
145,20,K,0.023245446383953094,"[('K', 0.977022647857666), ('Y', 0.022977372631430626)]"
145,21,K,0.023245446383953094,"[('K', 0.977022647857666), ('Y', 0.022977372631430626)]"
145,22,K,0.029750416055321693,"[('K', 0.970687747001648), ('Y', 0.02931223250925541)]"
145,23,K,0.023245446383953094,"[('K', 0.977022647857666), ('Y', 0.022977372631430626)]"
145,24,K,0.01416344940662384,"[('K', 0.9859364032745361), ('Y', 0.014063626527786255)]"
145,25,K,0.01416344940662384,"[('K', 0.9859364032745361), ('Y', 0.014063626527786255)]"
145,26,K,0.018149960786104202,"[('K', 0.9820137023925781), ('Y', 0.01798621192574501)]"
145,27,K,0.01416344940662384,"[('K', 0.9859364032745361), ('Y', 0.014063626527786255)]"
145,28,K,0.011047743260860443,"[('K', 0.9890130758285522), ('Y', 0.010986941866576672)]"
